Company Name,Ticker,Market,Multiple Engagements,Governance,Proxy Contest/M&A,Pay,ES,Letter,Comprehensive Engagement,Year,Quarter,Dissident
Vertex Pharmaceuticals Incorporated,VRTX,USA,0,0,0,0,1,,,2014,,
Visa Inc.,V,USA,0,0,0,0,1,,,2014,,
Vonage Holdings Corp.,VG,USA,0,0,0,1,0,,,2014,,
W. R. Berkley Corporation,WRB,USA,0,1,0,1,0,,,2014,,
"Walgreens Boots Alliance, Inc.",WBA,USA,0,1,0,0,0,,,2014,,
"Walgreens Boots Alliance, Inc.",WBA,USA,0,1,0,0,0,,,2014,,CtW
"Wal-Mart Stores, Inc.",WMT,USA,0,0,0,1,1,,,2014,,
"Wal-Mart Stores, Inc.",WMT,USA,1,1,0,1,1,,,2014,,
The Walt Disney Company,DIS,USA,0,1,0,1,0,,,2014,,
Weingarten Realty Investors,WRI,USA,0,1,0,0,0,,,2014,,
Wells Fargo & Company,WFC,USA,0,1,0,1,0,,,2014,,
"Willbros Group, Inc.",WG,USA,1,1,0,1,1,,,2014,,
"Willbros Group, Inc.",WG,USA,0,1,0,0,0,,,2014,,LIUNA
Xcerra Corporation,XRCA,USA,0,1,0,1,0,,,2014,,
XL GROUP Public Limited Company,XL,USA,0,1,0,0,0,,,2014,,
Yahoo! Inc.,YHOO,USA,1,1,0,1,1,,,2014,,
Yahoo! Inc.,YHOO,USA,0,1,0,0,0,,,2014,,Eric Jackson Ironfire Capital
Zale Corporation ,ZLC,USA,0,0,1,0,0,,,2014,,"TIG Advisors, LLC"
Abbott Laboratories,ABT,USA,0,1,0,0,0,,,2015,,
AbbVie Inc.,ABBV,USA,0,1,0,1,1,,,2015,,
Abercrombie & Fitch Co.,ANF,USA,0,1,0,1,0,,,2015,,
Actavis plc,ACT,USA,0,0,0,0,1,,,2015,,
"Activision Blizzard, Inc.",ATVI,USA,0,0,0,1,0,,,2015,,
"Advanced Micro Devices, Inc.",AMD,USA,1,1,0,1,0,,,2015,,
"Aeropostale, Inc.",ARO,USA,0,1,0,1,0,,,2015,,
Aflac Incorporated,AFL,USA,0,1,0,1,0,,,2015,,
"Agilent Technologies, Inc.",A,USA,0,0,0,1,0,,,2015,,
AGL Resources Inc.,GAS,USA,0,1,0,0,1,,,2015,,
Air Lease Corporation,AL,USA,0,1,0,1,0,,,2015,,
"Akamai Technologies, Inc.",AKAM,USA,0,1,0,0,0,,,2015,,
Albemarle Corporation,ALB,USA,0,0,0,1,0,,,2015,,
Alcoa Inc.,AA,USA,0,1,0,0,1,,,2015,,
Allegheny Technologies Incorporated,ATI,USA,0,1,0,1,0,,,2015,,
Alpha Natural Resources,ANR,USA,0,1,0,1,0,,,2015,,
"Amazon.com, Inc.",AMZN,USA,1,1,0,0,1,,,2015,,
AMC Networks Inc.,AMCX,USA,0,1,0,1,0,,,2015,,
Ameren Corp.,AEE,USA,0,1,0,1,1,,,2015,,
American Eagle Outfitters,AEO,USA,0,1,0,1,0,,,2015,,
"American Electric Power Company, Inc.",AEP,USA,0,1,0,0,0,,,2015,,
American Express Company,AXP,USA,0,1,0,0,1,,,2015,,
"American International Group, Inc.",AIG,USA,0,1,0,0,0,,,2015,,
American Tower Corporation,AMT,USA,0,0,0,1,0,,,2015,,
AmerisourceBergen Corporation,ABC,USA,0,1,0,0,0,,,2015,,
Anadarko Petroleum Corporation,APC,USA,0,1,0,1,1,,,2015,,
"Anthem, Inc.",ANTM,USA,0,1,0,0,0,,,2015,,
Apache Corporation,APA,USA,0,0,0,1,0,,,2015,,
Apartment Investment and Management Company (AIMCO),AIV,USA,0,1,0,1,0,,,2015,,
Apple Inc.,AAPL,USA,0,1,0,1,0,,,2015,,
"Applied Materials, Inc.",AMAT,USA,0,1,0,0,0,,,2015,,
"Arch Coal, Inc.",ARCH,USA,0,1,0,1,0,,,2015,,
Archer-Daniels-Midland Company,ADM,USA,1,1,0,1,1,,,2015,,
"Ascena Retail Group, Inc.",ASNA,USA,0,1,0,1,0,,,2015,,
"Ashford Hospitality Trust, Inc.",AHT,USA,0,1,1,0,0,,,2015,,UNITE HERE
Atlas Air Worldwide Holdings,AAWW,USA,0,0,0,1,0,,,2015,,
"AvalonBay Communities, Inc.",AVB,USA,0,1,0,0,0,,,2015,,Dissident
"AvalonBay Communities, Inc.",AVB,USA,0,1,0,0,0,,,2015,,
Avon Products Inc.,AVP,USA,0,1,0,1,0,,,2015,,
"B/E Aerospace, Inc.",BEAV,USA,0,1,0,1,0,,,2015,,
Bank of America Corporation,BAC,USA,1,1,0,1,1,,,2015,,
Bank of New York Mellon,BK,USA,0,1,0,0,0,,,2015,,
Barnes Group Inc.,B,USA,0,1,0,0,0,,,2015,,
Baxter International Inc.,BAX,USA,0,1,0,0,0,,,2015,,
BB&T Corporation,BBT,USA,0,1,0,1,0,,,2015,,
"Beazer Homes USA, Inc.",BZH,USA,0,0,0,1,0,,,2015,,
Bed Bath & Beyond Inc.,BBBY,USA,1,1,0,1,0,,,2015,,
Biglari Holdings Inc. ,BH,USA,0,1,1,0,0,,,2015,,
Biglari Holdings Inc. ,BH,USA,0,1,1,1,0,,,2015,,Groveland Capital Management
"BioMed Realty Trust, Inc.",BMR,USA,0,1,0,1,0,,,2015,,
"BlackRock, Inc.",BLK,USA,1,1,0,1,0,,,2015,,
"Boston Properties, Inc.",BXP,USA,0,1,0,0,0,,,2015,,
Bristol-Myers Squibb Company,BMY,USA,0,0,0,1,0,,,2015,,
"Brocade Communication Systems, Inc.",BRCD,USA,0,1,0,1,0,,,2015,,
"C. R. Bard, Inc.",BCR,USA,0,0,0,0,1,,,2015,,
Cabot Oil & Gas Corporation,COG,USA,0,1,0,0,1,,,2015,,
Capital One Financial Corporation,COF,USA,1,1,0,1,1,,,2015,,
Caterpillar Inc.,CAT,USA,1,1,0,1,1,,,2015,,
Caterpillar Inc.,CAT,USA,0,0,0,1,0,,,2015,,CtW
Celanese Corporation,CE,USA,0,1,0,1,0,,,2015,,
Celgene Corporation,CELG,USA,0,0,0,0,1,,,2015,,
Centene,CNC,USA,0,1,0,0,0,,,2015,,
Cerner Corporation,CERN,USA,0,0,0,0,1,,,2015,,
CF Industries,CF,USA,0,1,0,0,1,,,2015,,
"Checkpoint Systems, Inc.",CKP,USA,0,0,0,1,0,,,2015,,
"Cheniere Energy, Inc.",LNG,USA,1,1,0,1,1,,,2015,,
Chesapeake Energy Corporation,CHK,USA,0,0,0,0,1,,,2015,,
Chesapeake Lodging Trust ,CHSP,USA,0,1,1,0,0,,,2015,,UNITE HERE
Chevron Corporation,CVX,USA,0,1,0,0,1,,,2015,,
"Chipotle Mexican Grill, Inc.",CMG,USA,1,1,0,1,1,,,2015,,
Cimarex Energy Co.,XEC,USA,0,1,0,0,0,,,2015,,
Cincinnati Financial Corporation,CINF,USA,0,1,0,0,0,,,2015,,
"Cisco Systems, Inc.",CSCO,USA,0,1,0,0,0,,,2015,,
Citigroup Inc.,C,USA,0,1,0,1,1,,,2015,,
"Citizens Community Bancorp, Inc.",CZWI,USA,0,1,0,0,0,,,2015,,
Clarcor,CLC,USA,0,0,0,0,1,,,2015,,
Cloud Peak Energy Inc.,CLDPQ,USA,0,1,0,0,0,,,2015,,
CME Group Inc.,CME,USA,0,1,0,1,1,,,2015,,
Coach Inc,TRP,USA,0,1,0,0,0,,,2015,,
Colgate-Palmolive Company,CL,USA,0,0,0,0,1,,,2015,,
Comcast Corporation,CMCSA,USA,0,1,0,1,1,,,2015,,
"Community Health Systems, Inc.",CYH,USA,0,1,0,1,0,,,2015,,
"Commvault Systems, Inc.",VLT,USA,0,1,0,1,1,,,2015,,
Concho Resources Inc.,CXO,USA,0,1,0,0,0,,,2015,,
ConocoPhillips,COP,USA,0,1,0,0,1,,,2015,,
Conway,CNBW,USA,0,1,0,0,0,,,2015,,
"Copart, Inc.",CPRT,USA,0,1,0,1,0,,,2015,,
Cowen Group,COWN,USA,0,1,0,1,0,,,2015,,
"Cracker Barrel Old Country Store, Inc.",CBRL,USA,0,1,0,0,0,,,2015,,
"Cullen/Frost Bankers, Inc.",CFR,USA,0,1,0,0,0,,,2015,,
Cummins Inc.,CMI,USA,0,1,0,1,0,,,2015,,
CVS Health Corporation,CVS,USA,0,1,0,1,0,,,2015,,
"CYS Investments, Inc.",CYS,USA,0,0,0,1,0,,,2015,,
DaVita HealthCare Partners Inc.,DVA,USA,0,1,0,0,0,,,2015,,
"Depomed, Inc.",ASRT,USA,0,1,1,0,0,,,2015,,
"Dolby Laboratories, Inc.",DLB,USA,0,1,0,1,0,,,2015,,
Dollar General,DF,USA,0,0,0,0,1,,,2015,,
"Dominion Resources, Inc.",D,USA,0,0,0,0,1,,,2015,,
DTE Energy Company,DTE,USA,1,1,0,0,0,,,2015,,
Duke Energy Corporation,DUK,USA,1,1,0,1,1,,,2015,,
DuPont (E.I. du Pont de Nemours and Company),DD,USA,1,1,1,0,0,,,2015,,
Dynavax Technologies Corporation,DVAX,USA,0,1,0,1,0,,,2015,,
"Dynex Capital, Inc.",DXC,USA,0,0,0,1,0,,,2015,,
"Eagle Bancorp, Inc.",EGBN,USA,0,1,0,1,0,,,2015,,
eBay Inc.,EBAY,USA,0,1,0,0,1,,,2015,,
"Ebix, Inc.",EBIX,USA,0,1,0,1,0,,,2015,,
Edison International,EIX,USA,0,0,0,0,1,,,2015,,
Edwards Lifesciences Corporation,EW,USA,0,1,0,1,1,,,2015,,
Electronic Arts Inc.,EA,USA,0,1,0,0,0,,,2015,,
EMC Corporation,EMC,USA,0,1,0,0,0,,,2015,,
Emerson Electric Co.,EMR,USA,0,0,0,0,1,,,2015,,
Energen Corporation,EGN,USA,0,0,0,0,1,,,2015,,
"EOG Resources, Inc.",EOG,USA,0,1,0,0,1,,,2015,,
"Epiq Systems, Inc.",EPIQ,USA,0,1,0,1,0,,,2015,,
Equity Residential,EQR,USA,0,1,0,1,0,,,2015,,
Ethan Allen Interiors Inc.,ETH,USA,0,1,1,0,0,,,2015,,
Ethan Allen Interiors Inc.,ETH,USA,1,1,1,0,0,,,2015,,Sandell Asset Management
"Everi Holdings, Inc. (Formerly Global Cash Access Holdings, Inc.)",EVRI,USA,0,1,0,1,1,,,2015,,
"EXCO Resources, Inc.",XCO,USA,1,1,0,0,0,,,2015,,
"EXCO Resources, Inc.",XCO,USA,0,1,0,0,0,,,2015,,Oaktree Capital Management
"EXCO Resources, Inc.",XCO,USA,0,1,0,0,0,,,2015,,WL Ross
"Exelixis, Inc.",EXEL,USA,0,1,0,0,0,,,2015,,
Exelon Corporation,EXC,USA,1,1,0,1,0,,,2015,,
"Expeditors International of Washington, Inc.",EXPD,USA,0,1,0,1,0,,,2015,,
Express Scripts Holding Company,ESRX,USA,0,1,0,0,1,,,2015,,
"Express, Inc.",EXPR,USA,0,1,0,1,0,,,2015,,
Exxon Mobil Corporation,XOM,USA,0,1,0,0,1,,,2015,,
Federated National Holding Company,FNHC,USA,0,1,0,1,0,,,2015,,
Fedex Corporation,FDX,USA,0,1,0,0,1,,,2015,,
First Republic Bank,FRC,USA,0,1,0,1,0,,,2015,,
FirstEnergy Corp.,FE,USA,1,1,0,0,1,,,2015,,
FirstMerit Corporation,FMER,USA,0,1,0,0,0,,,2015,,
Fluor Corporation,FLR,USA,0,0,0,0,1,,,2015,,
Freeport-McMoRan Inc.,FCX,USA,1,1,0,1,1,,,2015,,
"FTI Consulting, Inc.",FCN,USA,0,0,0,1,0,,,2015,,
Furmanite Corporation,FRM,USA,0,1,1,0,0,,,2015,,
Furmanite Corporation,FRM,USA,0,1,1,0,0,,,2015,,Mustang Capital
General Dynamics Corporation,GD,USA,0,1,0,0,1,,,2015,,
General Electric Company,GE,USA,0,1,0,0,0,,,2015,,
"General Mills, Inc.",GIS,USA,0,1,0,1,1,,,2015,,
General Motors Company,GM,USA,0,0,0,0,1,,,2015,,
Genpact Limited,G,USA,0,0,0,1,0,,,2015,,
Genuine Parts Company,GPC,USA,0,1,0,0,0,,,2015,,
"Gilead Sciences, Inc.",GILD,USA,0,1,0,0,0,,,2015,,
Goldman Sachs,GS,USA,0,1,0,0,0,,,2015,,
"Guess?, Inc.",GES,USA,0,1,0,1,0,,,2015,,
"H&R Block, Inc.",HRB,USA,0,1,0,0,1,,,2015,,
Halliburton Company,HAL,USA,0,1,0,1,1,,,2015,,
"Hasbro, Inc.",HAS,USA,0,1,0,1,1,,,2015,,
"HCP, Inc.",HCP,USA,0,1,0,0,0,,,2015,,
"HeartWare International, Inc.",HTWR,USA,0,0,0,1,0,,,2015,,
Hess Corporation,HES,USA,0,1,0,0,1,,,2015,,
"Hill International, Inc.",HIL,USA,0,1,1,1,0,,,2015,,
Honeywell International Inc.,HON,USA,0,1,0,1,1,,,2015,,
Horizon Pharma plc,HZNP,USA,0,0,0,1,0,,,2015,,
Hormel Foods Corporation,HRL,USA,0,0,0,0,1,,,2015,,
Hospitality Properties Trust,HPT,USA,0,1,1,0,0,,,2015,,
Hospitality Properties Trust,HPT,USA,0,1,1,0,0,,,2015,,UNITE HERE
Humain Society ,,USA,0,0,0,0,1,,,2015,,Seaboard and Kraft
Iberiabank Corporation,IBKC,USA,0,1,0,0,0,,,2015,,
II-VI Incorporated,IIVI,USA,0,1,0,1,0,,,2015,,
Insulet Corporation,PODD,USA,0,0,0,1,0,,,2015,,
Intel Corporation,INTC,USA,1,1,0,0,0,,,2015,,
International Business Machines Corporation,IBM,USA,0,0,0,1,0,,,2015,,
Invesco Ltd.,IVZ,USA,0,0,0,1,0,,,2015,,
ITC Holdings,ITC,USA,0,0,0,1,0,,,2015,,
"Itron, Inc.",ITRI,USA,0,1,0,1,0,,,2015,,
"ITT Educational Services, Inc.",ESINQ,USA,0,1,0,1,0,,,2015,,
Jacobs Engineering Group Inc.,JEC,USA,0,1,0,1,0,,,2015,,
Jarden Corporation,JAH,USA,0,1,0,1,0,,,2015,,
JPMorgan Chase & Co.,JPM,USA,1,1,0,1,0,,,2015,,
K12 Inc.,LRN,USA,0,0,0,1,0,,,2015,,
Kate Spade,KATE,USA,0,0,0,1,0,,,2015,,
Kellogg Company,K,USA,0,0,0,1,0,,,2015,,
KeyCorp,KEY,USA,0,1,0,1,0,,,2015,,
Kforce Inc.,KFRC,USA,0,1,0,0,0,,,2015,,
Kimball International Inc.,KBAL,USA,0,1,0,0,0,,,2015,,
Kimberly-Clark Corporation,KMB,USA,0,1,0,0,0,,,2015,,
"Kinder Morgan, Inc.",KMI,USA,0,0,0,0,1,,,2015,,
Kite Realty Group Trust,KRG,USA,0,1,0,1,0,,,2015,,
KLX Inc.,KLXI,USA,0,0,0,1,0,,,2015,,
Kraft Heinz Company,KHC,USA,0,0,0,0,1,,,2015,,
"Krispy Kreme Doughnuts, Inc.",KKD,USA,0,1,0,0,0,,,2015,,
"L Brands, Inc.",LB,USA,0,1,0,0,0,,,2015,,
"Legg Mason, Inc.",LM,USA,0,1,0,0,0,,,2015,,
"Leidos Holdings, Inc.",LDOS,USA,0,1,0,0,0,,,2015,,
Lennar Corporation,LEN,USA,0,1,0,1,0,,,2015,,
"Level 3 Communications, Inc.",LVLT,USA,1,1,0,0,0,,,2015,,
Lexington Realty Trust,LXP,USA,0,1,0,1,0,,,2015,,
"Life Time Fitness, Inc.",LTM,USA,0,1,0,1,0,,,2015,,
Linear Technology Corporation,LLTC,USA,1,1,0,1,0,,,2015,,
Lockheed Martin Corporation,LMT,USA,1,1,0,1,1,,,2015,,
Mack-Cali Realty Corporation,CLI,USA,0,1,0,1,0,,,2015,,
Marathon Oil Corporation,MRO,USA,0,1,0,0,1,,,2015,,
Marathon Petroleum Corporation,MPC,USA,0,0,0,0,1,,,2015,,
Martin Marietta Materials,MLM,USA,0,1,0,0,0,,,2015,,
Marvell Technology Group,MRVL,USA,0,1,0,1,0,,,2015,,
Masimo Corporation,MASI,USA,0,0,0,1,0,,,2015,,
MasterCard Incorporated,MA,USA,0,0,0,1,1,,,2015,,
"Mattel, Inc.",MAT,USA,0,0,0,1,1,,,2015,,
McCormick & Company,MKC,USA,0,0,0,0,1,,,2015,,
"McDermott International, Inc.",MDR,USA,0,1,0,1,0,,,2015,,
McDonald's Corporation,MCD,USA,0,1,0,1,0,,,2015,,
Mckesson Corporation,MCK,USA,0,0,0,0,1,,,2015,,
Mead Johnson Nutrition Company,MJN,USA,0,1,0,1,1,,,2015,,
"MedAssets, Inc.",MDAS,USA,0,1,0,1,0,,,2015,,
"Medtronic, Inc.",MDT,USA,0,1,0,1,0,,,2015,,
"MetLife, Inc.",MET,USA,0,1,0,1,1,,,2015,,
MGM Resorts International ,MGM,USA,0,1,1,0,0,,,2015,,Land & Buildings Investment Management
Microsoft Corporation,MSFT,USA,1,1,0,1,0,,,2015,,
"Mobile Mini, Inc.",MINI,USA,0,1,0,1,0,,,2015,,
Molson Coors Brewing Company,TAP,USA,0,1,0,0,1,,,2015,,
"Mondelez International, Inc.",MDLZ,USA,0,1,0,0,0,,,2015,,
"Monolithic Power Systerms, Inc",MPWR,USA,0,1,0,1,0,,,2015,,
Monsanto Company,MON,USA,0,1,0,0,1,,,2015,,
Monster Beverage Corporation,MNST,USA,0,1,0,0,1,,,2015,,
"Monster Worldwide, Inc.",MWW,USA,0,0,0,1,0,,,2015,,
Morgan Stanley,MS,USA,0,1,0,1,1,,,2015,,
"Myriad Genetics, Inc.",MYGN,USA,0,0,0,1,0,,,2015,,
Nabors Industries Ltd.,NBR,USA,0,1,0,1,0,,,2015,,
National Bank Holdings Corporation,NBHC,USA,0,1,0,1,0,,,2015,,
National Fuel Gas Company,NFG,USA,0,1,1,0,0,,,2015,,
National Oilwell Varco,NOV,USA,0,0,0,0,1,,,2015,,
Natus Medical Incorporated,NTUS,USA,0,1,0,0,0,,,2015,,
"NetFlix, Inc.",NFLX,USA,0,1,0,1,1,,,2015,,
"Netgear, Inc.",NTGR,USA,0,0,0,1,0,,,2015,,
NetSuite Inc.,N,USA,0,1,0,1,0,,,2015,,
"NeuStar, Inc.",NSR,USA,0,1,0,1,0,,,2015,,
"New York Community Bancorp, Inc.",NYCB,USA,1,1,0,1,0,,,2015,,
Newfield Exploration Company,NFX,USA,0,0,0,1,0,,,2015,,
"NextEra Energy, Inc.",NEE,USA,0,0,0,0,1,,,2015,,
Noble Corporation plc,NE,USA,0,0,0,1,0,,,2015,,
"Noble Energy, Inc.",NBL,USA,0,1,0,0,1,,,2015,,
Norfolk Southern Corporation,NSC,USA,0,1,0,1,0,,,2015,,
Northern Trust Corporation,NTRS,USA,0,1,0,1,1,,,2015,,
Northrop Grumman Corporation,NOC,USA,0,1,0,0,0,,,2015,,
NRG Yield,NYLD,USA,0,1,0,0,0,,,2015,,
"Nuance Communications, Inc.",NUAN,USA,0,1,0,1,0,,,2015,,
"NVR, Inc.",NVR,USA,0,1,0,1,0,,,2015,,
Occidental Petroleum Corporation,OXY,USA,0,1,0,0,1,,,2015,,
Omnicom Group Inc.,OMC,USA,0,1,0,0,1,,,2015,,
Optical Cable Corporation,OCC,USA,0,1,0,0,0,,,2015,,
Oracle Corporation,ORCL,USA,0,1,0,1,0,,,2015,,
"OSI Systems, Inc.",OSIS,USA,0,1,0,1,0,,,2015,,
PACCAR Inc,PCAR,USA,0,1,0,0,1,,,2015,,
"Palo Alto Networks, Inc.",PANW,USA,0,1,0,1,0,,,2015,,
"Pandora Media, Inc.",P,USA,0,1,0,1,0,,,2015,,
"Paramount Group, Inc.",PGRE,USA,0,1,0,1,0,,,2015,,
PartnerRe Ltd.,PRE-F,USA,0,1,1,0,0,,,2015,,
PartnerRe Ltd.,PRE-F,USA,0,1,1,0,0,,,2015,,EXOR
"PepsiCo, Inc.",PEP,USA,0,1,0,1,0,,,2015,,
Pericom Seminconductor Corporation,PSEM,USA,0,0,1,0,0,,,2015,,
Pfizer Inc.,PFE,USA,0,1,1,0,0,,,2015,,
PG&E Corporation,PCG,USA,0,0,0,0,1,,,2015,,
Philip Morris International Inc.,PM,USA,0,0,0,1,1,,,2015,,
Phillips 66,PSX,USA,0,1,0,0,1,,,2015,,
"Photronics, Inc",PLAB,USA,0,1,0,0,0,,,2015,,
"Pinnacle Entertainment, Inc. ",PNK,USA,0,1,1,0,0,,,2015,,UNITE HERE
Pinnacle West Capital Corporation,PNW,USA,1,1,0,0,1,,,2015,,
Pioneer Natural Resources Company,PXD,USA,0,0,0,0,1,,,2015,,
Pitney Bowes Inc.,PBI,USA,0,1,0,1,1,,,2015,,
"Polypore International, Inc.",PPO,USA,0,1,0,1,0,,,2015,,
"Post Holdings, Inc.",POST,USA,0,1,1,1,0,,,2015,,
"PPG Industries, Inc.",PPG,USA,0,1,0,1,0,,,2015,,
PPL Corporation,PPL,USA,0,1,0,0,1,,,2015,,
"Praxair, Inc.",PX,USA,0,1,0,1,0,,,2015,,
Precision Castparts Corp.,PCP,USA,0,1,0,1,0,,,2015,,
Principal Financial,PFG,USA,0,1,0,1,0,,,2015,,
"Prologis, Inc.",PLD,USA,0,0,0,1,0,,,2015,,
QUALCOMM Incorporated,QCOM,USA,1,1,0,1,0,,,2015,,
R.R. Donnelley & Sons Company,RRD,USA,0,1,0,1,0,,,2015,,
Raytheon Company,RTN,USA,0,1,0,0,1,,,2015,,
"Regeneron Pharmaceuticals, Inc.",REGN,USA,0,1,0,1,0,,,2015,,
"Remy International, Inc.",REMY,USA,0,1,0,1,0,,,2015,,
"Republic Services, Inc.",RSG,USA,0,1,0,1,1,,,2015,,
Retail Opportunity Investments Corp.,ROIC,USA,0,0,0,1,0,,,2015,,
REX American Resources Corporation,REX,USA,0,1,0,0,0,,,2015,,
Reynolds American,RAI,USA,0,0,0,0,1,,,2015,,
"Roper Technologies, Inc. (Formerly Roper Industries)",ROP,USA,0,1,0,1,0,,,2015,,
Rovi Corporation,ROVI,USA,0,1,1,0,0,,,2015,,
Rovi Corporation,ROVI,USA,0,1,1,0,0,,,2015,,Engaged Capital
"Royal Gold, Inc.",RGLD,USA,0,0,0,1,0,,,2015,,
"Salesforce.com, Inc.",CRM,USA,1,1,0,1,0,,,2015,,
"Sarepta Therapeutics, Inc.",SRPT,USA,0,1,0,0,0,,,2015,,
SBA Communications Corporation,SBAC,USA,0,1,0,0,0,,,2015,,
"Schnitzer Steel Industries, Inc.",SCHN,USA,0,0,0,1,1,,,2015,,
Seaboard Corporation,SEB,USA,0,0,0,0,1,,,2015,,
Sealed Air Corp,SEE,USA,0,1,0,0,0,,,2015,,
Sempra Energy,SRE,USA,0,0,0,1,1,,,2015,,
Shutterfly Inc,SFLY,USA,0,1,1,1,0,,,2015,,
Shutterfly Inc,SFLY,USA,0,1,1,0,0,,,2015,,Marathon Partners
"Simon Property Group, Inc.",SPG,USA,0,1,0,0,1,,,2015,,
"Simpson Manufacturing Co., Inc.",SSD,USA,0,1,0,0,0,,,2015,,
SL Green Realty Corp.,SLG,USA,1,1,0,1,0,,,2015,,
Southwestern Energy Company,SWN,USA,0,1,0,1,0,,,2015,,
Spectra Energy,SEAS,USA,0,0,0,0,1,,,2015,,
"Spectrum Pharmaceuticals, Inc.",SPPI,USA,0,0,0,1,0,,,2015,,
"St. Jude Medical, Inc.",STJ,USA,0,0,0,0,1,,,2015,,
"Staples, Inc.",SPLS,USA,0,1,0,1,0,,,2015,,
Starbucks Corporation,SBUX,USA,0,0,0,1,1,,,2015,,
Stifel Financial Corp.,SF,USA,0,1,0,1,0,,,2015,,
Stryker Corporation,SYK,USA,0,1,0,0,0,,,2015,,
"SunTrust Banks, Inc.",STI,USA,0,1,0,0,0,,,2015,,
"Synopsys, Inc.",SNPS,USA,0,1,0,0,0,,,2015,,
Sysco Corporation,SYY,USA,0,1,1,0,0,,,2015,,
"Tanger Factory Outlets Centers, Inc.",SKT,USA,0,1,0,1,0,,,2015,,
Target Corporation,TGT,USA,0,0,0,0,0,,,2015,,
TCF Financial Corporation,TCF,USA,0,1,0,1,0,,,2015,,
"Telephone and Data Systems, Inc.",TDS,USA,0,1,0,1,0,,,2015,,
"Tempur Sealy International, Inc.",TPX,USA,0,1,1,0,1,,,2015,,
"Tempur Sealy International, Inc.",TPX,USA,0,1,1,0,0,,,2015,,H Partners
Tenet Healthcare Corporation,THC,USA,0,1,0,1,0,,,2015,,
Teradata Corporation,TDC,USA,0,0,0,1,0,,,2015,,
"Tetra Tech, Inc.",TTEK,USA,0,0,0,1,0,,,2015,,
Texas Instruments Incorporated,TXN,USA,0,1,0,1,1,,,2015,,
The Advisory Board Company,ABCO,USA,0,0,0,1,0,,,2015,,
The AES Corporation,AES,USA,1,1,0,1,0,,,2015,,
The Allstate Corporation,ALL,USA,0,1,0,1,1,,,2015,,
The Babcock & Wilcox Company,BW,USA,0,1,0,1,0,,,2015,,
The Bank of New York Mellon Corporation,BK,USA,0,1,0,0,0,,,2015,,
The Boeing Company,BA,USA,0,1,0,1,1,,,2015,,
"The Children's Place, Inc.",PLCE,USA,1,1,1,1,1,,,2015,,
"The Children's Place, Inc.",PLCE,USA,0,1,1,0,0,,,2015,,Macellum Capital and Barington
The Chubb Corporation,CB,USA,0,0,0,1,1,,,2015,,
The Coca-Cola Company,KO,USA,1,1,0,1,0,,,2015,,
The Dun & Bradstreet Corporation,DNB,USA,0,1,0,0,0,,,2015,,
"The Gap, Inc.",GPS,USA,0,0,0,0,1,,,2015,,
The Goodyear Tire & Rubber Company,GT,USA,0,1,0,0,1,,,2015,,
"The Hain Celestial Group, Inc.",HAIN,USA,0,1,0,1,0,,,2015,,
"The Hartford Financial Services Group, Inc.",HIG,USA,0,1,0,1,0,,,2015,,
"The Home Depot, Inc.",HD,USA,0,1,0,0,1,,,2015,,
The Macerich Company,MAC,USA,0,1,1,1,0,,,2015,,
The Priceline Group Inc.,PCLN,USA,0,1,0,0,0,,,2015,,
The Procter & Gamble Company,PG,USA,0,1,0,1,0,,,2015,,
The Southern Company,SO,USA,0,1,0,0,1,,,2015,,
The Walt Disney Company,DIS,USA,0,1,0,1,1,,,2015,,
The Western Union Company,WU,USA,0,1,0,1,1,,,2015,,
Time Warner Cable Inc.,TWC,USA,0,0,0,1,0,,,2015,,
Time Warner Inc.,TWX,USA,1,1,0,1,1,,,2015,,
TiVo Inc.,TIVO,USA,0,1,0,1,0,,,2015,,
"Toll Brothers, Inc.",TOL,USA,0,1,0,1,0,,,2015,,
Towers Watson,WLTW,USA,0,1,1,0,0,,,2015,,
Tri Pointe Homes,TPH,USA,0,1,0,0,0,,,2015,,
Trian Partners,,USA,0,1,0,0,0,,,2015,,
Tupperware Brands Corporation,TUP,USA,0,1,0,0,0,,,2015,,
Tutor Perini Corporation,TPC,USA,0,1,0,1,0,,,2015,,
"Twitter, Inc.",TWTR,USA,0,1,0,1,0,,,2015,,
U.S. Bancorp,USB,USA,0,1,0,0,0,,,2015,,
Umpqua Holdings Corporation,UMPQ,USA,0,0,0,1,0,,,2015,,
"United Bankshares, Inc.",UBSI,USA,0,1,0,0,0,,,2015,,
United States Steel Corporation,X,USA,0,1,0,1,0,,,2015,,
United Technologies Corporation,UTX,USA,0,1,0,1,0,,,2015,,
United Therapeutics Corporation,UTHR,USA,0,1,0,1,0,,,2015,,
Unum Group,UNM,USA,0,1,0,1,0,,,2015,,
"USA Mobility, Inc. (SPOK)",SPOK,USA,0,1,0,1,0,,,2015,,
Valero Energy Corporation,VLO,USA,0,0,0,0,1,,,2015,,
Valley National Bancorp,VLY,USA,0,1,0,1,1,,,2015,,
"VeriSign, Inc.",VRSN,USA,0,1,0,0,0,,,2015,,
Verizon Communications Inc.,VZ,USA,0,0,0,0,1,,,2015,,
Vertex Pharmaceuticals Incorporated,VRTX,USA,0,1,0,1,0,,,2015,,
Visa Inc.,V,USA,0,1,0,0,1,,,2015,,
Vonage Holdings Corp.,VG,USA,0,1,0,1,0,,,2015,,
