Company Name,Ticker,Market,Multiple Engagements,Governance,Proxy Contest/M&A,Pay,ES,Letter,Comprehensive Engagement,Year,Quarter,Dissident
Maruha Nichiro Corp.,,Japan,0,0,,,1,1,0,2018,,
Maruichi Steel Tube Ltd.,,Japan,0,0,,,1,1,0,2018,,
Matsui Securities,,Japan,0,0,,,1,1,0,2018,,
Matsumotokiyoshi Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Mazda Motor Corp.,,Japan,0,0,,,1,1,0,2018,,
Mebuki Financial Group Inc.,,Japan,0,0,,,1,1,0,2018,,
Meitec Corp.,,Japan,0,0,,,1,1,0,2018,,
Minebea Mitsumi Inc.,,Japan,0,0,,,1,1,0,2018,,
MISUMI Group Inc.,,Japan,0,0,,,1,1,0,2018,,
Mitsubishi Corp.,,Japan,0,1,,,1,0,1,2018,,
Mitsubishi Estate Co Ltd,,Japan,0,1,,,0,0,1,2018,,
Mitsubishi Gas Chemical Co. Inc.,,Japan,0,0,,,1,1,0,2018,,
Mitsubishi Logistics Corp.,,Japan,0,0,,,1,1,0,2018,,
Mitsubishi Tanabe Pharma Corp.,,Japan,0,0,,,1,1,0,2018,,
Mitsubishi UFJ Lease & Finance Co.,,Japan,0,0,,,1,1,0,2018,,
Mitsui & Co.,,Japan,0,1,,,1,0,1,2018,,
Mitsui Engineering & Shipbuild,,Japan,0,0,,,1,1,0,2018,,
Mitsui Mining & Smelting Co Ld,,Japan,0,0,,,1,1,0,2018,,
Miura Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Mochida Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
MonotaRO Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Murata Manufacturing Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nachi-Fujikoshi Corp.,,Japan,0,0,,,1,1,0,2018,,
"Nagase & Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Nankai Electric Railway Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"NEXON Co.,Ltd.",,Japan,0,0,,,1,1,0,2018,,
Nichi-Iko Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nifco Inc.,,Japan,0,0,,,1,1,0,2018,,
Nihon Kohden Corp.,,Japan,0,0,,,1,1,0,2018,,
Nihon M&A Center Inc,,Japan,0,0,,,1,1,0,2018,,
Nihon Parkerizing Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Nikkon Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Nikon Corp.,,Japan,0,0,,,1,1,0,2018,,
Nintendo Co. Ltd.,,Japan,1,1,,,1,1,1,2018,,
Nippon Electric Glass Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nippon Kayaku Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Nippon Light Metal Holdings Company,Ltd.",,Japan,0,0,,,1,1,0,2018,,
"Nippon Paint Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
"Nippon Paper Industries Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Nippon Sheet Glass Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nippon Shokubai Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nippon Steel & Sumitomo Metal Corp.,,Japan,0,0,,,1,1,0,2018,,
Nippon Telegraph & Telephone Corp.,,Japan,0,0,,,1,1,0,2018,,
Nippon Television Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
Nippon Yusen K.K.,,Japan,0,1,,,1,0,1,2018,,
Nishi Nippon Railroad Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nissan Chemical Industries Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nissan Motor Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nissan Shatai Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Nisshin Seifun Group Inc.,,Japan,0,0,,,1,1,0,2018,,
Nitori Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Nitto Denko Corp.,,Japan,0,0,,,1,1,0,2018,,
NOF Corp.,,Japan,0,0,,,1,1,0,2018,,
NOK Corp.,,Japan,0,0,,,1,1,0,2018,,
NSK Ltd.,,Japan,0,0,,,1,1,0,2018,,
NTN Corp.,,Japan,0,0,,,1,1,0,2018,,
NTT Data Corp.,,Japan,0,0,,,1,1,0,2018,,
NTT Urban Development Corp.,,Japan,0,0,,,1,1,0,2018,,
Obayashi Corp.,,Japan,1,1,,,1,1,1,2018,,
Ogaki Kyoritsu Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
Oji Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Okasan Securities Group Inc,,Japan,0,0,,,1,1,0,2018,,
Oki Electric Industry Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Okuma Corp.,,Japan,0,0,,,1,1,0,2018,,
Olympus Corp.,,Japan,0,0,,,1,1,0,2018,,
Ono Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Onward Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Orient Corp.,,Japan,0,0,,,1,1,0,2018,,
Osaka Gas Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
OSG Corporation,,Japan,0,0,,,1,1,0,2018,,
Otsuka Corporation,,Japan,0,0,,,1,1,0,2018,,
Otsuka Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Park 24 Co.,,Japan,0,0,,,1,1,0,2018,,
Penta-Ocean Construction Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
PeptiDream Inc.,,Japan,0,0,,,1,1,0,2018,,
Persol Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Pigeon Corp.,,Japan,0,0,,,1,1,0,2018,,
"Recruit Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Rengo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Ricoh Co. Ltd.,,Japan,0,1,,,0,0,1,2018,,
Rinnai Corp.,,Japan,0,0,,,1,1,0,2018,,
Rohm Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Ryohin Keikaku Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Ryosan Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
San-in Godo Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sankyo Co. Ltd. (6417),,Japan,0,0,,,1,1,0,2018,,
Sankyu Inc.,,Japan,0,0,,,1,1,0,2018,,
Sanwa Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Sapporo Holdings Ltd.,,Japan,0,1,,,1,0,1,2018,,
"SCREEN Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Secom Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sega Sammy Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
Sekisui Chemical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sekisui House Ltd.,,Japan,0,0,,,1,1,0,2018,,
Senshu Ikeda Holdings Inc,,Japan,0,0,,,1,1,0,2018,,
Seven & i Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Shimano Inc.,,Japan,0,0,,,1,1,0,2018,,
Shin-Etsu Chemical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Shinsei Bk Ltd,,Japan,0,0,,,1,1,0,2018,,
Showa Denko K.K.,,Japan,0,0,,,1,1,0,2018,,
Showa Shell Sekiyu K.K.,,Japan,0,0,,,1,0,1,2018,,
SMC Corp.,,Japan,0,0,,,1,1,0,2018,,
SoftBank Group Corp.,,Japan,0,0,,,1,1,0,2018,,
"Sohgo Security Services Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Sony Financial Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
"Square Enix Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Stanley Electric Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Subaru Corp,,Japan,0,0,,,1,1,0,2018,,
SUMCO Corp.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Bakelite Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Chemical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Sumitomo Dainippon Pharma Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Sumitomo Electric Industries Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Heavy Industries Ltd,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Metal Mining Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Sumitomo Mitsui Trust Holdings, Inc.",,Japan,0,1,,,1,0,1,2018,,
Sumitomo Osaka Cement Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Realty & Development Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Rubber Industries Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sumitomo Warehouse Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Sundrug Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Suzuken Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Suzuki Motor Corp.,,Japan,0,0,,,1,1,0,2018,,
Tadano Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Taisho Pharmaceutical Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Taiyo Nippon Sanso Corp.,,Japan,0,0,,,1,1,0,2018,,
Taiyo Yuden Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Takeda Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,0,1,2018,,
TDK Corp.,,Japan,0,0,,,1,1,0,2018,,
Teijin Ltd.,,Japan,1,1,,,1,1,1,2018,,
Terumo Corp.,,Japan,0,0,,,1,1,0,2018,,
THK Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
TIS Inc.,,Japan,0,0,,,1,1,0,2018,,
Toagosei Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toda Corp.,,Japan,0,0,,,1,1,0,2018,,
Toho Co. Ltd. (9602),,Japan,0,0,,,1,1,0,2018,,
Toho Gas Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Tohoku Electric Power Co. Inc.,,Japan,0,0,,,1,1,0,2018,,
Tokai Rika Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Tokai Tokyo Financial Holdings Inc,,Japan,0,0,,,1,1,0,2018,,
Tokuyama Corporation,,Japan,0,0,,,1,1,0,2018,,
Tokyo Broadcasting System Holdings Inc,,Japan,0,0,,,1,1,0,2018,,
Tokyo Century Corp,,Japan,0,0,,,1,1,0,2018,,
Tokyo Electron Ltd.,,Japan,0,0,,,1,1,0,2018,,
Tokyo Tatemono Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Tokyu Fudosan Holdings Corporation,,Japan,0,0,,,1,1,0,2018,,
Toray Industries Inc.,,Japan,1,1,,,1,1,1,2018,,
Tosoh Corp,,Japan,0,0,,,1,1,0,2018,,
Toto Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toyo Seikan Group Holdings Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toyo Tire & Rubber Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toyobo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toyoda Gosei Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Toyota Boshoku Corp.,,Japan,0,0,,,1,1,0,2018,,
Toyota Industries Corp.,,Japan,0,0,,,1,1,0,2018,,
Toyota Motor Corp.,,Japan,0,0,,,1,1,0,2018,,
"TS TECH Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Tsuruha Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
TV Asahi Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Ube Industries Ltd.,,Japan,0,0,,,1,1,0,2018,,
Unicharm Corp.,,Japan,0,0,,,1,1,0,2018,,
"USS Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Valor Holdings Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Yakult Honsha Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Yamada Denki Co.,,Japan,0,0,,,1,1,0,2018,,
"Yamaguchi Financial Group, Inc.",,Japan,0,0,,,1,1,0,2018,,
Yamaha Motor Co. Ltd.,,Japan,1,1,,,1,1,1,2018,,
Yamato Kogyo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Yaskawa Electric Corp.,,Japan,0,0,,,1,1,0,2018,,
Yokogawa Electric Corp.,,Japan,0,0,,,1,1,0,2018,,
Yokohama Rubber Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"ZENKOKU HOSHO Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Zeon Corp.,,Japan,0,0,,,1,1,0,2018,,
Kansai Electric Power Group,,Japan,0,1,0,0,1,,,2015,,
Actellion Pharmacueticals Inc.,,Switzerland,0,1,0,0,0,,,2014,,
Adecco S.A.,,Switzerland,0,1,0,0,0,,,2014,,
Compagnie Financiere Richemont SA,,Switzerland,0,1,0,1,0,,,2014,,
Logitech International S.A.,,Switzerland,0,1,0,0,0,,,2014,,
Novartis AG,,Switzerland,1,1,0,0,0,,,2014,,
Swiss Re Ltd.,,Switzerland,0,1,0,1,0,,,2014,,
TransOcean Ltd.,,Switzerland,0,1,0,0,0,,,2014,,
Ace Limited,,Switzerland,0,1,0,1,1,,,2015,,
Actelion Ltd,,Switzerland,0,1,0,0,0,,,2015,,
AFG Arbonia-Forster-Holding AG,,Switzerland,0,1,0,0,0,,,2015,,
Compagnie Financiere Richemont SA,,Switzerland,0,1,0,0,0,,,2015,,
Credit Suisse Group AG,,Switzerland,1,1,0,0,0,,,2015,,
Nestle,,Switzerland,0,1,0,0,1,,,2015,,
Novartis,,Switzerland,0,1,0,1,0,,,2015,,
Roche,,Switzerland,0,1,1,1,0,,,2015,,
Swiss Reinsurance,,Switzerland,0,1,0,1,1,,,2015,,
Syngenta,,Switzerland,0,0,0,1,0,,,2015,,
UBS,,Switzerland,0,1,0,1,0,,,2015,,
ABB Group,,Switzerland,0,0,0,0,1,,,2016,,
Actelion Ltd,,Switzerland,0,0,0,1,0,,,2016,,
Compagnie Financiere Richemont SA,,Switzerland,0,1,0,0,0,,,2016,,
Credit Suisse Group AG,,Switzerland,0,0,0,1,0,,,2016,,
GateGroup Holding AG,,Switzerland,0,0,1,0,0,,,2016,,
Nestle SA,,Switzerland,0,1,0,1,1,,,2016,,
Novartis International AG,,Switzerland,0,1,0,1,0,,,2016,,
Roche Holding AG,,Switzerland,0,0,0,0,1,,,2016,,
UBS GROUP AG,,Switzerland,0,1,0,0,0,,,2016,,
Zurich Insurance Group Ltd,,Switzerland,0,1,0,1,0,,,2016,,
Chubb Limited,,Switzerland,0,0,0,1,0,,,2017,,
Credit Suisse Group AG,,Switzerland,1,1,0,1,0,,,2017,,
Julius Baer Gruppe,,Switzerland,0,1,0,0,1,,,2017,,
Nestle SA,,Switzerland,1,1,1,1,0,,,2017,,
Novartis,,Switzerland,0,1,0,1,0,,,2017,,
Swiss RE,,Switzerland,0,0,0,0,1,,,2017,,
Clariant AG,,Switzerland,0,1,,,1,0,1,2018,,
Compagnie Financiere Richemont SA,,Switzerland,0,1,,,0,0,1,2018,,
Credit Suisse Group AG,,Switzerland,0,0,,,0,0,1,2018,,
DKSH Holding AG,,Switzerland,0,0,,,1,1,0,2018,,
Georg Fischer AG,,Switzerland,0,1,,,0,0,1,2018,,
Julius Baer Gruppe AG,,Switzerland,0,1,,,1,0,1,2018,,
Novartis AG,,Switzerland,0,1,,,1,0,1,2018,,
OC Oerlikon Corporation AG,,Switzerland,0,0,,,1,1,0,2018,,
Roche Holding Ltd,,Switzerland,0,1,,,0,0,1,2018,,
SGS SA,,Switzerland,0,0,,,1,1,0,2018,,
Sika AG,,Switzerland,0,1,,,0,0,1,2018,,
"Swiss Reinsurance (SchweizerischeRueckversicherungs)",,Switzerland,1,1,,,1,0,1,2018,,
UBS GROUP AG,,Switzerland,0,1,,,0,0,1,2018,,
Aggreko plc,,UK,0,0,0,1,0,,,2014,,
AstraZeneca PLC,,UK,0,0,1,0,0,,,2014,,
Aviva plc,,UK,1,1,1,0,0,,,2014,,
BAE Systems plc,,UK,0,0,0,1,0,,,2014,,
Balfour Beatty plc,,UK,0,1,1,0,0,,,2014,,
Barclays PLC,,UK,0,1,0,1,0,,,2014,,
Bellway plc,,UK,0,1,0,0,0,,,2014,,
BG Group plc,,UK,1,1,0,1,0,,,2014,,
BHP Billiton Limited,,UK,1,1,0,0,1,,,2014,,
BP plc,,UK,1,1,0,0,1,,,2014,,
Burberry Group plc,,UK,1,0,0,1,0,,,2014,,
Capco,,UK,0,0,0,1,0,,,2014,,
Carillion plc,,UK,0,0,0,0,1,,,2014,,
CHC Group Ltd.,,UK,0,1,0,0,0,,,2014,,
Compass Group PLC,,UK,0,0,0,1,0,,,2014,,
easyJet plc,,UK,0,0,0,1,0,,,2014,,
First Group ,,UK,0,0,1,0,0,,,2014,,Sandell
Glencore Plc,,UK,1,1,0,0,1,,,2014,,
GlaxoSmithKline plc,,UK,0,1,0,0,1,,,2014,,
Hammerson plc,,UK,0,1,0,0,0,,,2014,,
HSBC Holdings plc,,UK,1,1,0,0,1,,,2014,,
Inchcape plc,,UK,0,1,0,0,0,,,2014,,
ITV plc,,UK,0,0,0,1,0,,,2014,,
Kingfisher plc,,UK,0,0,0,0,1,,,2014,,
Lloyds Banking Group plc,,UK,0,0,0,1,0,,,2014,,
Marks & Spencer Group plc,,UK,0,1,0,0,1,,,2014,,
Morgans Hotel Group Co.,,UK,0,0,1,0,0,,,2014,,
National Express Group PLC,,UK,0,0,0,0,1,,,2014,,
Pearson plc,,UK,0,0,0,1,0,,,2014,,
Petrofac Limited,,UK,0,1,0,1,0,,,2014,,
Randgold Resources Limited,,UK,0,1,0,0,1,,,2014,,
Reckitt Benckiser Group plc,,UK,0,1,1,1,0,,,2014,,
Rexam PLC,,UK,0,1,0,0,0,,,2014,,
Royal Dutch Shell plc,,UK,1,1,0,1,1,,,2014,,
RSA Insurance Group plc,,UK,0,1,0,0,0,,,2014,,
SABMiller plc,,UK,0,1,0,0,0,,,2014,,
J Sainsbury plc,,UK,0,0,0,1,0,,,2014,,
Shire plc,,UK,1,1,1,1,0,,,2014,,
SIG plc,,UK,0,0,0,1,0,,,2014,,
Standard Chartered PLC,,UK,1,1,0,1,0,,,2014,,
Stobart Group Limited,,UK,0,0,0,1,0,,,2014,,
Tesco PLC,,UK,1,1,0,1,0,,,2014,,
The Royal Bank of Scotland Group plc,,UK,0,1,0,0,0,,,2014,,
TUI Travel PLC,,UK,0,0,1,0,0,,,2014,,
Whitbread PLC,,UK,0,1,0,0,0,,,2014,,
WM Morrison Supermarkets plc,,UK,1,1,0,1,0,,,2014,,
Aberdeen Asset Management Plc,,UK,0,1,0,1,0,,,2015,,
Alliance Trust,,UK,0,1,1,0,0,,,2015,,
Alliance Trust ,,UK,0,1,1,0,0,,,2015,,Elliot Advisors
Associated British Foods (ABF),,UK,0,1,0,0,0,,,2015,,
AstraZeneca,,UK,1,1,0,1,1,,,2015,,
BAE Systems,,UK,0,0,0,0,1,,,2015,,
Barclays,,UK,1,1,0,0,0,,,2015,,
Barratt Developments,,UK,0,1,0,0,0,,,2015,,
BG Group,,UK,0,1,0,0,0,,,2015,,
BHP Billiton Limited,,UK,1,1,1,0,1,,,2015,,
BP plc,,UK,1,1,0,0,1,,,2015,,
British American Tobacco,,UK,0,0,0,1,0,,,2015,,
BT Group Plc,,UK,0,0,0,0,1,,,2015,,
Burberry,,UK,0,0,0,1,0,,,2015,,
Capital & Counties Properties,,UK,0,1,0,0,0,,,2015,,
Diageo plc,,UK,0,1,0,0,0,,,2015,,
Easyjet,,UK,0,0,0,1,0,,,2015,,
Enterprise Inns,,UK,0,0,0,1,0,,,2015,,
Glencore,,UK,1,1,0,0,1,,,2015,,
GSK plc,,UK,1,1,0,0,1,,,2015,,
Henderson Global Investors,,UK,0,1,0,0,0,,,2015,,
HSBC Plc,,UK,1,1,0,0,1,,,2015,,
Hunting plc,,UK,0,1,0,0,0,,,2015,,
ICAP Plc,,UK,0,0,0,1,0,,,2015,,
Imperial Tobacco,,UK,0,1,0,1,1,,,2015,,
InterContinental Hotels Group (IHG),,UK,1,0,0,1,1,,,2015,,
Intertek Group Plc,,UK,0,0,0,1,0,,,2015,,
Lloyds Banking Group,,UK,1,1,0,1,1,,,2015,,
Marks & Spencer PLC,,UK,0,1,0,0,1,,,2015,,
Melrose Industries,,UK,0,0,0,1,0,,,2015,,
National Express,,UK,0,0,0,0,1,,,2015,,
National Express (Teamsters Proponents of SP),,UK,0,0,0,0,1,,,2015,,
Next Plc,,UK,0,1,0,0,0,,,2015,,
Pearson,,UK,0,1,0,0,1,,,2015,,
Petrofac Ltd,,UK,0,1,0,0,0,,,2015,,
Randgold Resources (RRS),,UK,1,1,0,1,1,,,2015,,
Reckitt Benckiser,,UK,1,1,1,1,0,,,2015,,
Rexam,,UK,0,1,1,0,0,,,2015,,
Rio Tinto,,UK,0,1,0,0,1,,,2015,,
Rolls-Royce Holdings plc,,UK,0,1,0,0,0,,,2015,,
Royal Bank of Scotland Plc,,UK,0,1,0,0,1,,,2015,,
Royal Dutch Shell,,UK,0,0,0,1,0,,,2015,,
RSA Insurance Group plc,,UK,0,1,0,0,1,,,2015,,
SABMiller plc,,UK,0,0,1,0,0,,,2015,,
Sainsburys,,UK,0,1,0,0,1,,,2015,,
Shire Pharma Plc,,UK,0,1,0,0,0,,,2015,,
Sky plc,,UK,0,1,0,0,0,,,2015,,
Smiths Group,,UK,0,1,0,1,0,,,2015,,
Sports Direct International,,UK,0,1,0,0,1,,,2015,,
Standard Chartered,,UK,1,1,0,1,0,,,2015,,
Standard Life plc,,UK,0,1,0,0,0,,,2015,,
Tate & Lyle,,UK,1,1,0,1,0,,,2015,,
Tesco plc,,UK,1,1,0,0,0,,,2015,,
Torotrak,,UK,0,1,0,0,0,,,2015,,
Total SA,,UK,0,1,0,1,1,,,2015,,
Unilever,,UK,0,1,0,0,1,,,2015,,
Vodafone Plc,,UK,0,1,1,0,1,,,2015,,
Wm Morrison Supermarkets plc,,UK,1,1,0,1,0,,,2015,,
WPP Plc,,UK,0,1,0,0,0,,,2015,,
WS Atkins plc,,UK,0,0,0,0,0,,,2015,,
Aberdeen Asset Management plc,,UK,0,0,0,1,0,,,2016,,
Anglo American plc,,UK,0,1,0,0,1,,,2016,,
ARM Holdings plc,,UK,0,0,0,0,0,,,2016,,
Ashtead Group,,UK,0,1,0,0,0,,,2016,,
Assicurazioni Generali,,UK,0,1,0,0,0,,,2016,,
AstraZeneca Plc,,UK,1,1,0,1,0,,,2016,,
Barclays plc,,UK,1,1,0,1,0,,,2016,,
BHP Billiton Plc,,UK,1,1,0,0,1,,,2016,,
BP Plc,,UK,1,1,0,1,1,,,2016,,
British Land,,UK,0,1,0,0,0,,,2016,,
Cobham,,UK,0,1,0,0,0,,,2016,,
CRH plc,,UK,0,0,0,1,0,,,2016,,
Dairy Crest,,UK,0,0,0,1,0,,,2016,,
Dixons Carphone Plc,,UK,0,0,0,0,1,,,2016,,
Glencore,,UK,0,0,0,0,1,,,2016,,
GSK (GlaxoSmithKline),,UK,0,1,0,1,0,,,2016,,
Hammerson plc,,UK,1,1,0,1,0,,,2016,,
HSBC Holdings Plc,,UK,1,1,0,1,1,,,2016,,
Intertek Group plc,,UK,0,1,0,0,0,,,2016,,
Liberty Global plc,,UK,0,1,1,0,0,,,2016,,
London Stock Exchange Group plc,,UK,0,0,1,0,0,,,2016,,
Marks & Spencer PLC,,UK,0,0,0,0,1,,,2016,,
Morrisons (Wm Morrisons Supermarkets),,UK,0,1,0,0,0,,,2016,,
National Express,,UK,0,1,0,0,0,,,2016,,
Old Mutual plc,,UK,0,0,0,1,0,,,2016,,
Paddy Power Betfair,,UK,1,1,1,1,0,,,2016,,
Pearson,,UK,1,1,0,0,0,,,2016,,
Persimmon plc,,UK,0,1,0,0,0,,,2016,,
Reckitt Benckiser,,UK,0,0,0,1,0,,,2016,,
Rolls Royce Plc,,UK,0,1,0,1,0,,,2016,,
Royal Bank of Scotland Group plc,,UK,0,1,0,0,0,,,2016,,
Royal Dutch Shell plc,,UK,1,1,1,1,1,,,2016,,
Royal Mail,,UK,0,1,0,0,0,,,2016,,
SABMiller PLC,,UK,0,0,1,0,0,,,2016,,
Schroder Plc,,UK,0,1,0,0,0,,,2016,,
Segro Plc,,UK,0,1,0,1,0,,,2016,,
Shire Plc,,UK,1,1,0,1,0,,,2016,,
Sky plc,,UK,1,1,0,1,0,,,2016,,
Smith & Nephew,,UK,0,1,0,0,0,,,2016,,
Standard Chartered Plc,,UK,1,1,0,1,0,,,2016,,
Standard Life plc,,UK,0,0,0,1,0,,,2016,,
Stock Spirits Group plc,,UK,0,0,1,0,0,,,2016,,
Tate & Lyle,,UK,0,0,0,1,0,,,2016,,
Thomas Cook Group plc,,UK,0,1,0,0,0,,,2016,,
Vodafone Plc,,UK,0,0,0,1,0,,,2016,,
Whitbread plc,,UK,0,1,0,0,0,,,2016,,
3i Group plc,,UK,0,1,0,1,0,,,2017,,
Accenture plc,,UK,0,0,0,0,1,,,2017,,
Alliance Trust,,UK,0,1,0,0,0,,,2017,,
BAE Systems plc,,UK,0,0,0,1,0,,,2017,,
Barclays plc,,UK,0,1,0,0,0,,,2017,,
Barratt Developments,,UK,0,1,0,1,0,,,2017,,
Berkeley Group,,UK,0,1,0,1,0,,,2017,,
BHP Billiton,,UK,1,1,1,1,0,,,2017,,
BP plc,,UK,0,0,0,1,0,,,2017,,
British Land,,UK,0,1,0,0,0,,,2017,,
Centrica plc,,UK,1,1,0,1,1,,,2017,,
Close Brothers,,UK,1,1,0,1,0,,,2017,,
Convatec,,UK,0,1,0,0,1,,,2017,,
CRH plc,,UK,0,0,0,1,0,,,2017,,
Croda,,UK,0,0,0,1,0,,,2017,,
Fresnillo plc,,UK,0,0,0,1,0,,,2017,,
GlaxoSmithKline plc,,UK,0,0,0,0,1,,,2017,,
Greencore Group plc,,UK,0,0,0,1,0,,,2017,,
Hiscox Ltd.,,UK,0,0,0,1,1,,,2017,,
HSBC Holdings plc,,UK,1,1,0,1,1,,,2017,,
Hunting plc,,UK,0,0,0,1,0,,,2017,,
Imperial Brands plc,,UK,0,0,0,1,0,,,2017,,
ITV plc,,UK,0,1,0,0,0,,,2017,,
London Stock Exchange Group plc,,UK,0,0,1,0,0,,,2017,,
London Stock Exchange Group plc,,UK,0,0,1,0,0,,,2017,,TCI
Man Group,,UK,1,1,0,1,0,,,2017,,
Mothercare plc,,UK,0,1,0,1,0,,,2017,,
Old Mutual plc,,UK,0,1,0,1,1,,,2017,,
Paddy Power,,UK,0,1,0,1,0,,,2017,,
Pearson,,UK,0,1,0,1,0,,,2017,,
Persimmon plc,,UK,0,1,0,1,0,,,2017,,
Petropavlosk (M&G / Sothic Capital Dissidents),,UK,0,1,1,0,0,,,2017,,
Prudential plc,,UK,0,1,0,1,0,,,2017,,
QinetiQ Group plc,,UK,1,1,0,1,0,,,2017,,
RandGold,,UK,0,1,0,0,0,,,2017,,
Reckitt Benckiser,,UK,1,1,0,1,1,,,2017,,
Rolls Royce plc,,UK,1,1,0,1,0,,,2017,,
Royal Dutch Shell,,UK,1,1,0,1,0,,,2017,,
RSA Insurance,,UK,0,1,0,1,0,,,2017,,
Safestore plc,,UK,0,1,0,1,0,,,2017,,
Severn Trent,,UK,0,1,0,1,1,,,2017,,
Shire plc,,UK,0,1,0,1,0,,,2017,,
