gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
16245,3,13/11/2008,,S&P 500 Comp-Ltd,I0003,PEOPLE'S UNITED FINL INC,PBCT
13700,3,14/11/2008,,S&P 500 Comp-Ltd,I0003,DENTSPLY SIRONA INC,XRAY
149318,3,14/11/2008,,S&P 500 Comp-Ltd,I0003,WYNN RESORTS LTD,WYNN
23945,3,17/11/2008,16/10/2011,S&P 500 Comp-Ltd,I0003,CEPHALON INC,CEPH
63527,3,19/11/2008,2/12/2018,S&P 500 Comp-Ltd,I0003,STERICYCLE INC,SRCL
118577,3,24/11/2008,23/01/2014,S&P 500 Comp-Ltd,I0003,LIFE TECHNOLOGIES CORP,LIFE.3
4094,3,2/12/2008,4/04/2017,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB
112168,3,5/12/2008,,S&P 500 Comp-Ltd,I0003,REPUBLIC SERVICES INC,RSG
4430,3,19/12/2008,12/11/2018,S&P 500 Comp-Ltd,I0003,EQT CORP,EQT
25783,3,23/12/2008,28/02/2011,S&P 500 Comp-Ltd,I0003,MCAFEE INC,MFE
28477,3,2/01/2009,,S&P 500 Comp-Ltd,I0003,FLIR SYSTEMS INC,FLIR
8215,3,2/01/2009,1/12/2016,S&P 500 Comp-Ltd,I0003,OWENS-ILLINOIS INC,OI
9445,3,2/01/2009,1/01/2019,S&P 500 Comp-Ltd,I0003,SCANA CORP,SCG
62374,3,6/01/2009,,S&P 500 Comp-Ltd,I0003,IRON MOUNTAIN INC,IRM
5543,3,30/01/2009,,S&P 500 Comp-Ltd,I0003,WELLTOWER INC,WELL
61409,3,26/02/2009,2/10/2016,S&P 500 Comp-Ltd,I0003,DIAMOND OFFSHRE DRILLING INC,DO
5709,3,4/03/2009,,S&P 500 Comp-Ltd,I0003,HORMEL FOODS CORP,HRL
110179,3,4/03/2009,,S&P 500 Comp-Ltd,I0003,VENTAS INC,VTR
7970,3,17/03/2009,,S&P 500 Comp-Ltd,I0003,EVERSOURCE ENERGY,ES
28180,3,27/03/2009,,S&P 500 Comp-Ltd,I0003,O'REILLY AUTOMOTIVE INC,ORLY
176404,3,30/03/2009,17/05/2016,S&P 500 Comp-Ltd,I0003,TIME WARNER CABLE INC,TWC
20653,3,2/04/2009,22/03/2015,S&P 500 Comp-Ltd,I0003,DENBURY RESOURCES INC,DNR
142811,3,5/06/2009,16/01/2017,S&P 500 Comp-Ltd,I0003,FMC TECHNOLOGIES INC,FTI.1
3905,3,9/06/2009,30/09/2012,S&P 500 Comp-Ltd,I0003,ADTALEM GLOBAL EDUCATION INC,ATGE
160256,3,30/06/2009,30/04/2013,S&P 500 Comp-Ltd,I0003,METROPCS COMMUNICATIONS INC,PCS
11399,3,1/07/2009,,S&P 500 Comp-Ltd,I0003,WESTERN DIGITAL CORP,WDC
66446,3,1/07/2009,,S&P 500 Comp-Ltd,I0003,QUANTA SERVICES INC,PWR
122841,3,27/07/2009,14/07/2019,S&P 500 Comp-Ltd,I0003,RED HAT INC,RHT
4510,3,19/08/2009,,S&P 500 Comp-Ltd,I0003,FMC CORP,FMC
183257,3,1/09/2009,17/03/2015,S&P 500 Comp-Ltd,I0003,CAREFUSION CORP,CFN
12950,3,9/09/2009,22/05/2016,S&P 500 Comp-Ltd,I0003,AIRGAS INC,ARG
175404,3,16/10/2009,19/03/2017,S&P 500 Comp-Ltd,I0003,FIRST SOLAR INC,FSLR
119314,3,6/11/2009,,S&P 500 Comp-Ltd,I0003,BOOKING HOLDINGS INC,BKNG
9248,3,21/12/2009,,S&P 500 Comp-Ltd,I0003,ROSS STORES INC,ROST
179534,3,21/12/2009,,S&P 500 Comp-Ltd,I0003,VISA INC,V
165123,3,21/12/2009,22/09/2013,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,LDOS
165123,3,21/12/2009,22/09/2013,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,SAI
3107,3,21/12/2009,1/04/2014,S&P 500 Comp-Ltd,I0003,CLEVELAND-CLIFFS INC,CLF
180833,3,21/12/2009,18/06/2017,S&P 500 Comp-Ltd,I0003,MEAD JOHNSON NUTRITION CO,MJN
24925,3,23/12/2009,,S&P 500 Comp-Ltd,I0003,ROPER TECHNOLOGIES INC,ROP
135990,3,29/01/2010,,S&P 500 Comp-Ltd,I0003,NRG ENERGY INC,NRG
29150,3,8/02/2010,19/03/2017,S&P 500 Comp-Ltd,I0003,URBAN OUTFITTERS INC,URBN
2176,3,16/02/2010,,S&P 500 Comp-Ltd,I0003,BERKSHIRE HATHAWAY,BRK.B
5581,3,1/03/2010,,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP
164296,3,1/03/2010,,S&P 500 Comp-Ltd,I0003,DISCOVERY INC,DISCA
8151,3,15/03/2010,,S&P 500 Comp-Ltd,I0003,ONEOK INC,OKE
12850,3,30/04/2010,,S&P 500 Comp-Ltd,I0003,CERNER CORP,CERN
64410,3,28/06/2010,,S&P 500 Comp-Ltd,I0003,CARMAX INC,KMX
154357,3,1/07/2010,30/06/2015,S&P 500 Comp-Ltd,I0003,QEP RESOURCES INC,QEP
28034,3,15/07/2010,,S&P 500 Comp-Ltd,I0003,CHUBB LTD,CB
10787,3,27/08/2010,5/09/2016,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL PLC,TYC
5959,3,17/11/2010,,S&P 500 Comp-Ltd,I0003,INGERSOLL-RAND PLC,IR
121077,3,20/12/2010,,S&P 500 Comp-Ltd,I0003,F5 NETWORKS INC,FFIV
147579,3,20/12/2010,,S&P 500 Comp-Ltd,I0003,NETFLIX INC,NFLX
12485,3,20/12/2010,23/06/2016,S&P 500 Comp-Ltd,I0003,ALTICE USA INC,ATUS
29173,3,20/12/2010,14/02/2019,S&P 500 Comp-Ltd,I0003,NEWFIELD EXPLORATION CO,NFX
186106,3,4/01/2011,24/05/2012,S&P 500 Comp-Ltd,I0003,MOTOROLA MOBILITY HLDGS INC,MMI.3
11925,3,18/01/2011,19/07/2015,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
13003,3,28/02/2011,7/10/2015,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY
177264,3,1/03/2011,26/01/2015,S&P 500 Comp-Ltd,I0003,COVIDIEN PLC,COV
133366,3,1/04/2011,,S&P 500 Comp-Ltd,I0003,EDWARDS LIFESCIENCES CORP,EW
124434,3,4/04/2011,,S&P 500 Comp-Ltd,I0003,BLACKROCK INC,BLK
165914,3,28/04/2011,,S&P 500 Comp-Ltd,I0003,CHIPOTLE MEXICAN GRILL INC,CMG
162448,3,2/06/2011,1/10/2012,S&P 500 Comp-Ltd,I0003,ALPHA NATURAL RESOURCES INC,ANRZQ
186989,3,1/07/2011,,S&P 500 Comp-Ltd,I0003,MARATHON PETROLEUM CORP,MPC
143357,3,6/07/2011,,S&P 500 Comp-Ltd,I0003,ACCENTURE PLC,ACN
162129,3,26/09/2011,,S&P 500 Comp-Ltd,I0003,MOSAIC CO,MOS
177267,3,17/10/2011,,S&P 500 Comp-Ltd,I0003,TE CONNECTIVITY LTD,TEL
189491,3,1/11/2011,,S&P 500 Comp-Ltd,I0003,XYLEM INC,XYL
3497,3,23/11/2011,2/12/2012,S&P 500 Comp-Ltd,I0003,COOPER INDUSTRIES PLC,CBE
1837,3,13/12/2011,30/06/2016,S&P 500 Comp-Ltd,I0003,SOUTHERN CO GAS,SO7
24782,3,19/12/2011,,S&P 500 Comp-Ltd,I0003,PERRIGO CO PLC,PRGO
28742,3,19/12/2011,,S&P 500 Comp-Ltd,I0003,BORGWARNER INC,BWA
31587,3,19/12/2011,,S&P 500 Comp-Ltd,I0003,DOLLAR TREE INC,DLTR
199356,3,21/12/2011,,S&P 500 Comp-Ltd,I0003,TRIPADVISOR INC,TRIP
187128,3,3/01/2012,23/03/2014,S&P 500 Comp-Ltd,I0003,WPX ENERGY INC,WPX
113490,3,14/03/2012,,S&P 500 Comp-Ltd,I0003,CROWN CASTLE INTL CORP,CCI
28118,3,4/04/2012,4/01/2016,S&P 500 Comp-Ltd,I0003,FOSSIL GROUP INC,FOSL
170841,3,1/05/2012,,S&P 500 Comp-Ltd,I0003,PHILLIPS 66,PSX
6310,3,25/05/2012,,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
62263,3,25/05/2012,,S&P 500 Comp-Ltd,I0003,ALEXION PHARMACEUTICALS INC,ALXN
6565,3,5/06/2012,,S&P 500 Comp-Ltd,I0003,LAM RESEARCH CORP,LRCX
24316,3,29/06/2012,,S&P 500 Comp-Ltd,I0003,MONSTER BEVERAGE CORP,MNST
150937,3,2/07/2012,,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY PLC,STX
2270,3,31/07/2012,29/03/2016,S&P 500 Comp-Ltd,I0003,VALARIS PLC,VAL
294524,3,5/09/2012,,S&P 500 Comp-Ltd,I0003,LYONDELLBASELL INDUSTRIES NV,LYB
8463,3,1/10/2012,,S&P 500 Comp-Ltd,I0003,PENTAIR PLC,PNR
14438,3,1/10/2012,2/05/2016,S&P 500 Comp-Ltd,I0003,ADT CORP,ADT.4
12978,3,2/10/2012,2/07/2015,S&P 500 Comp-Ltd,I0003,KRAFT FOODS GROUP INC,KRFT
28648,3,5/10/2012,11/03/2015,S&P 500 Comp-Ltd,I0003,PETSMART INC,PETM
4016,3,3/12/2012,,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
141459,3,12/12/2012,,S&P 500 Comp-Ltd,I0003,GARMIN LTD,GRMN
118122,3,24/12/2012,,S&P 500 Comp-Ltd,I0003,APTIV PLC,APTV
16101,3,2/01/2013,,S&P 500 Comp-Ltd,I0003,ABBVIE INC,ABBV
8551,3,14/02/2013,,S&P 500 Comp-Ltd,I0003,PVH CORP,PVH
23812,3,1/05/2013,,S&P 500 Comp-Ltd,I0003,REGENERON PHARMACEUTICALS,REGN
29868,3,9/05/2013,,S&P 500 Comp-Ltd,I0003,MACERICH CO,MAC
6335,3,24/05/2013,,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
5073,3,7/06/2013,,S&P 500 Comp-Ltd,I0003,GENERAL MOTORS CO,GM
13721,3,24/06/2013,,S&P 500 Comp-Ltd,I0003,ZOETIS INC,ZTS
18043,3,1/07/2013,,S&P 500 Comp-Ltd,I0003,NEWS CORP,NWSA
100873,3,9/07/2013,,S&P 500 Comp-Ltd,I0003,NIELSEN HOLDINGS PLC,NLSN
3851,3,11/09/2013,,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
1598,3,23/09/2013,,S&P 500 Comp-Ltd,I0003,AMETEK INC,AME
24344,3,23/09/2013,,S&P 500 Comp-Ltd,I0003,VERTEX PHARMACEUTICALS INC,VRTX
28338,3,29/10/2013,25/07/2017,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
198058,3,13/11/2013,,S&P 500 Comp-Ltd,I0003,CAPRI HOLDINGS LTD,CPRI
316056,3,2/12/2013,,S&P 500 Comp-Ltd,I0003,ALLEGION PLC,ALLE
28119,3,10/12/2013,27/08/2018,S&P 500 Comp-Ltd,I0003,GGP INC,GGP
25119,3,23/12/2013,,S&P 500 Comp-Ltd,I0003,MOHAWK INDUSTRIES INC,MHK
143974,3,23/12/2013,,S&P 500 Comp-Ltd,I0003,ALLIANCE DATA SYSTEMS CORP,ADS
170617,3,23/12/2013,,S&P 500 Comp-Ltd,I0003,FACEBOOK INC,FB
29736,3,24/01/2014,,S&P 500 Comp-Ltd,I0003,TRACTOR SUPPLY CO,TSCO
28877,3,24/03/2014,6/03/2016,S&P 500 Comp-Ltd,I0003,KEURIG DR PEPPER INC,KDP
30293,3,2/04/2014,,S&P 500 Comp-Ltd,I0003,ESSEX PROPERTY TRUST,ESS
160329,3,3/04/2014,,S&P 500 Comp-Ltd,I0003,ALPHABET INC,GOOGL
165052,3,1/05/2014,,S&P 500 Comp-Ltd,I0003,UNDER ARMOUR INC,UAA
180711,3,8/05/2014,,S&P 500 Comp-Ltd,I0003,BROADCOM INC,AVGO
150699,3,23/06/2014,,S&P 500 Comp-Ltd,I0003,CIMAREX ENERGY CO,XEC
65886,3,1/07/2014,,S&P 500 Comp-Ltd,I0003,AFFILIATED MANAGERS GRP INC,AMG
29733,3,2/07/2014,,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA MATERIALS,MLM
164296,3,7/08/2014,,S&P 500 Comp-Ltd,I0003,DISCOVERY INC,DISCA
18086,3,19/08/2014,25/07/2017,S&P 500 Comp-Ltd,I0003,MALLINCKRODT PLC,MNK
11032,3,22/09/2014,,S&P 500 Comp-Ltd,I0003,UNIVERSAL HEALTH SVCS INC,UHS
66065,3,22/09/2014,,S&P 500 Comp-Ltd,I0003,UNITED RENTALS INC,URI
13440,3,5/11/2014,12/10/2017,S&P 500 Comp-Ltd,I0003,LEVEL 3 COMMUNICATIONS INC,LVLT
28191,3,5/12/2014,,S&P 500 Comp-Ltd,I0003,ROYAL CARIBBEAN CRUISES LTD,RCL
22260,3,27/01/2015,,S&P 500 Comp-Ltd,I0003,HCA HEALTHCARE INC,HCA
63645,3,27/01/2015,1/03/2017,S&P 500 Comp-Ltd,I0003,ENDO INTERNATIONAL PLC,ENDP
1327,3,12/03/2015,,S&P 500 Comp-Ltd,I0003,SKYWORKS SOLUTIONS INC,SWKS
61494,3,18/03/2015,,S&P 500 Comp-Ltd,I0003,HENRY SCHEIN INC,HSIC
1045,3,23/03/2015,,S&P 500 Comp-Ltd,I0003,AMERICAN AIRLINES GROUP INC,AAL
65290,3,23/03/2015,,S&P 500 Comp-Ltd,I0003,SL GREEN REALTY CORP,SLG
138743,3,23/03/2015,,S&P 500 Comp-Ltd,I0003,EQUINIX INC,EQIX
175319,3,23/03/2015,,S&P 500 Comp-Ltd,I0003,HANESBRANDS INC,HBI
30822,3,7/04/2015,,S&P 500 Comp-Ltd,I0003,REALTY INCOME CORP,O
64853,3,12/06/2015,,S&P 500 Comp-Ltd,I0003,QORVO INC,QRVO
5783,3,1/07/2015,,S&P 500 Comp-Ltd,I0003,HUNT (JB) TRANSPRT SVCS INC,JBHT
22734,3,1/07/2015,2/06/2016,S&P 500 Comp-Ltd,I0003,BAXALTA INC,BXLT
29830,3,2/07/2015,,S&P 500 Comp-Ltd,I0003,WESTROCK CO,WRK
23827,3,2/07/2015,5/07/2016,S&P 500 Comp-Ltd,I0003,COLUMBIA PIPELINE GROUP INC,CPGX
5568,3,3/07/2015,,S&P 500 Comp-Ltd,I0003,KRAFT HEINZ CO,KHC
145977,3,9/07/2015,,S&P 500 Comp-Ltd,I0003,ADVANCE AUTO PARTS INC,AAP
24616,3,20/07/2015,,S&P 500 Comp-Ltd,I0003,PAYPAL HOLDINGS INC,PYPL
15520,3,29/07/2015,18/03/2018,S&P 500 Comp-Ltd,I0003,SIGNET JEWELERS LTD,SIG
180405,3,31/08/2015,,S&P 500 Comp-Ltd,I0003,ACTIVISION BLIZZARD INC,ATVI
10795,3,3/09/2015,,S&P 500 Comp-Ltd,I0003,UNITED AIRLINES HOLDINGS INC,UAL
18043,3,21/09/2015,,S&P 500 Comp-Ltd,I0003,NEWS CORP,NWSA
3226,3,21/09/2015,13/12/2015,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
12886,3,21/09/2015,19/03/2019,S&P 500 Comp-Ltd,I0003,TWENTY-FIRST CENTURY FOX INC,TFCFA
180652,3,8/10/2015,,S&P 500 Comp-Ltd,I0003,VERISK ANALYTICS INC,VRSK
26156,3,2/11/2015,,S&P 500 Comp-Ltd,I0003,HEWLETT PACKARD ENTERPRISE,HPE
26410,3,10/11/2015,10/11/2015,S&P 500 Comp-Ltd,I0003,FOUR CORNERS PROPERTY TR INC,FCPT
20686,3,18/11/2015,,S&P 500 Comp-Ltd,I0003,SYNCHRONY FINANCIAL,SYF
138205,3,19/11/2015,,S&P 500 Comp-Ltd,I0003,ILLUMINA INC,ILMN
26304,3,30/11/2015,3/04/2018,S&P 500 Comp-Ltd,I0003,CSRA INC,CSRA
3026,3,29/12/2015,,S&P 500 Comp-Ltd,I0003,CHURCH & DWIGHT INC,CHD
144009,3,5/01/2016,,S&P 500 Comp-Ltd,I0003,WILLIS TOWERS WATSON PLC,WLTW
160479,3,19/01/2016,,S&P 500 Comp-Ltd,I0003,EXTRA SPACE STORAGE INC,EXR
4605,3,1/02/2016,,S&P 500 Comp-Ltd,I0003,FEDERAL REALTY INVESTMENT TR,FRT
21825,3,1/02/2016,,S&P 500 Comp-Ltd,I0003,CITIZENS FINANCIAL GROUP INC,CFG
177884,3,22/02/2016,,S&P 500 Comp-Ltd,I0003,CONCHO RESOURCES INC,CXO
179437,3,4/03/2016,,S&P 500 Comp-Ltd,I0003,AMERICAN WATER WORKS CO INC,AWK
10894,3,7/03/2016,,S&P 500 Comp-Ltd,I0003,UDR INC,UDR
20904,3,30/03/2016,,S&P 500 Comp-Ltd,I0003,HOLOGIC INC,HOLX
145552,3,30/03/2016,,S&P 500 Comp-Ltd,I0003,CENTENE CORP,CNC
11584,3,4/04/2016,8/08/2019,S&P 500 Comp-Ltd,I0003,FOOT LOCKER INC,FL
165052,3,8/04/2016,,S&P 500 Comp-Ltd,I0003,UNDER ARMOUR INC,UAA
178704,3,18/04/2016,,S&P 500 Comp-Ltd,I0003,ULTA BEAUTY INC,ULTA
141913,3,25/04/2016,,S&P 500 Comp-Ltd,I0003,GLOBAL PAYMENTS INC,GPN
146017,3,3/05/2016,17/06/2018,S&P 500 Comp-Ltd,I0003,ACUITY BRANDS INC,AYI
1230,3,13/05/2016,,S&P 500 Comp-Ltd,I0003,ALASKA AIR GROUP INC,ALK
24609,3,13/05/2016,13/05/2016,S&P 500 Comp-Ltd,I0003,,
27119,3,16/05/2016,16/05/2016,S&P 500 Comp-Ltd,I0003,INGEVITY CORP,NGVT
160991,3,18/05/2016,,S&P 500 Comp-Ltd,I0003,DIGITAL REALTY TRUST INC,DLR
155394,3,23/05/2016,,S&P 500 Comp-Ltd,I0003,LKQ CORP,LKQ
4973,3,31/05/2016,,S&P 500 Comp-Ltd,I0003,ARTHUR J GALLAGHER & CO,AJG
148349,3,3/06/2016,,S&P 500 Comp-Ltd,I0003,TRANSDIGM GROUP INC,TDG
188255,3,24/06/2016,,S&P 500 Comp-Ltd,I0003,FORTUNE BRANDS HOME & SECUR,FBHS
11554,3,1/07/2016,,S&P 500 Comp-Ltd,I0003,ALLIANT ENERGY CORP,LNT
29751,3,1/07/2016,,S&P 500 Comp-Ltd,I0003,ALBEMARLE CORP,ALB
26590,3,5/07/2016,,S&P 500 Comp-Ltd,I0003,FORTIVE CORP,FTV
65772,3,6/09/2016,,S&P 500 Comp-Ltd,I0003,METTLER-TOLEDO INTL INC,MTD
14489,3,7/09/2016,7/09/2016,S&P 500 Comp-Ltd,I0003,,
126136,3,8/09/2016,,S&P 500 Comp-Ltd,I0003,CHARTER COMMUNICATIONS INC,CHTR
3504,3,23/09/2016,,S&P 500 Comp-Ltd,I0003,COOPER COS INC (THE),COO
12151,3,3/10/2016,,S&P 500 Comp-Ltd,I0003,COTY INC,COTY
26709,3,3/10/2016,3/10/2016,S&P 500 Comp-Ltd,I0003,VERSUM MATERIALS INC,VSM
28070,3,3/10/2016,3/10/2016,S&P 500 Comp-Ltd,I0003,ADVANSIX INC,ASIX
27333,3,31/10/2016,31/10/2016,S&P 500 Comp-Ltd,I0003,ADIENT PLC,ADNT
28192,3,1/11/2016,,S&P 500 Comp-Ltd,I0003,ARCONIC INC,ARNC
27638,3,1/11/2016,1/11/2016,S&P 500 Comp-Ltd,I0003,ALCOA CORP,AA
27800,3,1/11/2016,1/11/2016,S&P 500 Comp-Ltd,I0003,QUALITY CARE PROPERTIES INC,QCP
28499,3,1/11/2016,1/11/2016,S&P 500 Comp-Ltd,I0003,YUM CHINA HOLDINGS INC,YUMC
28790,3,10/11/2016,10/11/2016,S&P 500 Comp-Ltd,I0003,LAMB WESTON HOLDINGS INC,LW
29649,3,2/12/2016,,S&P 500 Comp-Ltd,I0003,MID-AMERICA APT CMNTYS INC,MAA
65967,3,2/12/2016,10/10/2018,S&P 500 Comp-Ltd,I0003,ENVISION HEALTHCARE CORP,EVHC
28719,3,3/01/2017,3/01/2017,S&P 500 Comp-Ltd,I0003,CONDUENT INC,CNDT
24197,3,5/01/2017,,S&P 500 Comp-Ltd,I0003,IDEXX LABS INC,IDXX
30923,3,17/01/2017,,S&P 500 Comp-Ltd,I0003,TECHNIPFMC PLC,FTI
29004,3,30/01/2017,30/01/2017,S&P 500 Comp-Ltd,I0003,VAREX IMAGING CORP,VREX
29819,3,2/02/2017,2/02/2017,S&P 500 Comp-Ltd,I0003,BIOVERATIV INC,BIVV
29127,3,28/02/2017,,S&P 500 Comp-Ltd,I0003,INCYTE CORP,INCY
184500,3,1/03/2017,,S&P 500 Comp-Ltd,I0003,CBOE GLOBAL MARKETS INC,CBOE
29099,3,2/03/2017,,S&P 500 Comp-Ltd,I0003,REGENCY CENTERS CORP,REG
60900,3,13/03/2017,,S&P 500 Comp-Ltd,I0003,DISH NETWORK CORP,DISH
24975,3,16/03/2017,,S&P 500 Comp-Ltd,I0003,SYNOPSYS INC,SNPS
1161,3,20/03/2017,,S&P 500 Comp-Ltd,I0003,ADVANCED MICRO DEVICES,AMD
8898,3,20/03/2017,,S&P 500 Comp-Ltd,I0003,RAYMOND JAMES FINANCIAL CORP,RJF
64821,3,20/03/2017,,S&P 500 Comp-Ltd,I0003,ALEXANDRIA R E EQUITIES INC,ARE
3336,3,4/04/2017,,S&P 500 Comp-Ltd,I0003,DXC TECHNOLOGY CO,DXC
12441,3,5/04/2017,,S&P 500 Comp-Ltd,I0003,GARTNER INC,IT
29155,3,1/06/2017,1/06/2017,S&P 500 Comp-Ltd,I0003,CARS.COM INC,CARS
162906,3,2/06/2017,,S&P 500 Comp-Ltd,I0003,IHS MARKIT LTD,INFO
5643,3,19/06/2017,,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT
61388,3,19/06/2017,,S&P 500 Comp-Ltd,I0003,EVEREST RE GROUP LTD,RE
63080,3,19/06/2017,,S&P 500 Comp-Ltd,I0003,ANSYS INC,ANSS
141384,3,19/06/2017,,S&P 500 Comp-Ltd,I0003,ALIGN TECHNOLOGY INC,ALGN
1976,3,6/07/2017,6/07/2017,S&P 500 Comp-Ltd,I0003,BAKER HUGHES INC,BHI
32106,3,7/07/2017,,S&P 500 Comp-Ltd,I0003,BAKER HUGHES A GE CO,BHGE
32154,3,18/07/2017,18/07/2017,S&P 500 Comp-Ltd,I0003,JBG SMITH PPTYS,JBGS
9771,3,26/07/2017,,S&P 500 Comp-Ltd,I0003,SMITH (A.O.),AOS
13510,3,26/07/2017,,S&P 500 Comp-Ltd,I0003,DUKE REALTY CORP,DRE
14418,3,26/07/2017,,S&P 500 Comp-Ltd,I0003,MGM RESORTS INTERNATIONAL,MGM
31887,3,26/07/2017,,S&P 500 Comp-Ltd,I0003,RESMED INC,RMD
128978,3,26/07/2017,,S&P 500 Comp-Ltd,I0003,PACKAGING CORP OF AMERICA,PKG
31774,3,7/08/2017,2/04/2019,S&P 500 Comp-Ltd,I0003,BRIGHTHOUSE FINANL INC,BHF
17928,3,29/08/2017,,S&P 500 Comp-Ltd,I0003,IQVIA HOLDINGS INC,IQV
121382,3,1/09/2017,,S&P 500 Comp-Ltd,I0003,SBA COMMUNICATIONS CORP,SBAC
13421,3,18/09/2017,,S&P 500 Comp-Ltd,I0003,CADENCE DESIGN SYSTEMS INC,CDNS
104432,3,13/10/2017,,S&P 500 Comp-Ltd,I0003,NORWEGIAN CRUISE LINE HLDGS,NCLH
31802,3,5/12/2017,5/12/2017,S&P 500 Comp-Ltd,I0003,DELPHI TECHNOLOGIES PLC,DLPH
186310,3,3/01/2018,,S&P 500 Comp-Ltd,I0003,HUNTINGTON INGALLS IND INC,HII
175955,3,7/03/2018,,S&P 500 Comp-Ltd,I0003,IPG PHOTONICS CORP,IPGP
17120,3,19/03/2018,,S&P 500 Comp-Ltd,I0003,SVB FINANCIAL GROUP,SIVB
30137,3,19/03/2018,,S&P 500 Comp-Ltd,I0003,NEKTAR THERAPEUTICS,NKTR
64630,3,19/03/2018,,S&P 500 Comp-Ltd,I0003,TAKE-TWO INTERACTIVE SFTWR,TTWO
178507,3,4/04/2018,,S&P 500 Comp-Ltd,I0003,MSCI INC,MSCI
326688,3,1/05/2018,1/05/2018,S&P 500 Comp-Ltd,I0003,NVENT ELECTRIC PLC,NVT
33326,3,9/05/2018,9/05/2018,S&P 500 Comp-Ltd,I0003,APERGY CORP,APY
13619,3,31/05/2018,,S&P 500 Comp-Ltd,I0003,ABIOMED INC,ABMD
33439,3,1/06/2018,3/06/2018,S&P 500 Comp-Ltd,I0003,PERSPECTA INC,PRSP
6338,3,5/06/2018,,S&P 500 Comp-Ltd,I0003,EVERGY INC,EVRG
18872,3,7/06/2018,,S&P 500 Comp-Ltd,I0003,TWITTER INC,TWTR
5667,3,18/06/2018,,S&P 500 Comp-Ltd,I0003,HOLLYFRONTIER CORP,HFC
176928,3,18/06/2018,,S&P 500 Comp-Ltd,I0003,BROADRIDGE FINANCIAL SOLUTNS,BR
184700,3,20/06/2018,,S&P 500 Comp-Ltd,I0003,FLEETCOR TECHNOLOGIES INC,FLT
29901,3,2/07/2018,,S&P 500 Comp-Ltd,I0003,COPART INC,CPRT
20748,3,28/08/2018,,S&P 500 Comp-Ltd,I0003,ARISTA NETWORKS INC,ANET
260778,3,17/09/2018,,S&P 500 Comp-Ltd,I0003,WELLCARE HEALTH PLANS INC,WCG
9225,3,1/10/2018,,S&P 500 Comp-Ltd,I0003,ROLLINS INC,ROL
183377,3,11/10/2018,,S&P 500 Comp-Ltd,I0003,FORTINET INC,FTNT
20232,3,6/11/2018,,S&P 500 Comp-Ltd,I0003,KEYSIGHT TECHNOLOGIES INC,KEYS
11811,3,13/11/2018,,S&P 500 Comp-Ltd,I0003,HENRY (JACK) & ASSOCIATES,JKHY
14256,3,3/12/2018,,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM
28790,3,3/12/2018,,S&P 500 Comp-Ltd,I0003,LAMB WESTON HOLDINGS INC,LW
170750,3,3/12/2018,,S&P 500 Comp-Ltd,I0003,DIAMONDBACK ENERGY INC,FANG
162254,3,24/12/2018,,S&P 500 Comp-Ltd,I0003,CELANESE CORP,CE
14275,3,2/01/2019,,S&P 500 Comp-Ltd,I0003,FIRST REPUBLIC BANK,FRC
10407,3,18/01/2019,,S&P 500 Comp-Ltd,I0003,TELEFLEX INC,TFX
34765,3,8/02/2019,10/02/2019,S&P 500 Comp-Ltd,I0003,COVETRUS INC,CVET
4383,3,15/02/2019,,S&P 500 Comp-Ltd,I0003,ATMOS ENERGY CORP,ATO
60979,3,27/02/2019,,S&P 500 Comp-Ltd,I0003,WABTEC CORP,WAB
34636,3,19/03/2019,,S&P 500 Comp-Ltd,I0003,FOX CORP,FOXA
34443,3,2/04/2019,,S&P 500 Comp-Ltd,I0003,DOW INC,DOW
35035,3,23/05/2019,23/05/2019,S&P 500 Comp-Ltd,I0003,KONTOOR BRANDS INC,KTB
35168,3,3/06/2019,,S&P 500 Comp-Ltd,I0003,CORTEVA INC- SPN,CTVA
4060,3,4/06/2019,,S&P 500 Comp-Ltd,I0003,DUPONT DE NEMOURS INC,DD
2154,3,7/06/2019,11/06/2019,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS
100243,3,12/06/2019,,S&P 500 Comp-Ltd,I0003,AMCOR PLC,AMCR
