gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
2029,3,30/06/1976,3/06/1999,S&P 500 Comp-Ltd,I0003,BANKERS TRUST CORP,BT.2
2014,3,30/06/1976,30/09/1999,S&P 500 Comp-Ltd,I0003,BANKBOSTON CORP,BKB.2
7562,3,30/06/1976,1/01/2001,S&P 500 Comp-Ltd,I0003,MORGAN (J P) & CO,JPM.Z
1465,3,30/06/1976,29/08/2001,S&P 500 Comp-Ltd,I0003,AMERICAN GENERAL CORP,AGC.1
9380,3,30/06/1976,1/04/2004,S&P 500 Comp-Ltd,I0003,ST PAUL COS,SPC.2
6241,3,30/06/1976,2/04/2006,S&P 500 Comp-Ltd,I0003,JEFFERSON-PILOT CORP,JP.1
7238,3,30/06/1976,1/07/2007,S&P 500 Comp-Ltd,I0003,MELLON FINANCIAL CORP,MEL.3
9351,3,30/06/1976,22/09/2008,S&P 500 Comp-Ltd,I0003,SAFECO CORP,SAF.3
1663,3,30/06/1976,18/11/2008,S&P 500 Comp-Ltd,I0003,ANHEUSER-BUSCH COS INC,BUD.2
3024,3,30/06/1976,18/01/2016,S&P 500 Comp-Ltd,I0003,CHUBB CORP,CB.1
1177,3,30/06/1976,2/12/2018,S&P 500 Comp-Ltd,I0003,AETNA INC,AET
5871,3,30/09/1976,31/07/1989,S&P 500 Comp-Ltd,I0003,IDEAL BASIC INDUSTRIES INC,IDL.1
3813,3,31/12/1976,,S&P 500 Comp-Ltd,I0003,TARGET CORP,TGT
6008,3,31/12/1976,,S&P 500 Comp-Ltd,I0003,INTEL CORP,INTC
4540,3,31/12/1976,31/08/1979,S&P 500 Comp-Ltd,I0003,FAIRCHILD CAMERA &INSTRUMENT,FCI.1
11440,3,31/12/1976,30/06/1993,S&P 500 Comp-Ltd,I0003,WESTMORELAND COAL CO,WLBAQ
7772,3,31/12/1976,25/09/2011,S&P 500 Comp-Ltd,I0003,NATIONAL SEMICONDUCTOR CORP,NSM.2
3680,3,31/03/1977,30/11/1979,S&P 500 Comp-Ltd,I0003,CYPRUS MINES CORP,CYM.2
15106,3,31/03/1977,28/02/1982,S&P 500 Comp-Ltd,I0003,BECKMAN COULTER INC,BEC
2845,3,31/03/1977,18/08/2009,S&P 500 Comp-Ltd,I0003,CENTEX CORP,CTX.2
2775,3,30/06/1977,31/12/1984,S&P 500 Comp-Ltd,I0003,CARNATION CO,CMK.2
1308,3,30/06/1977,30/06/1987,S&P 500 Comp-Ltd,I0003,ALLIS-CHALMERS ENERGY INC,ALY
8585,3,30/06/1977,31/12/1988,S&P 500 Comp-Ltd,I0003,PILLSBURY CO,5841A
7675,3,31/12/1977,28/07/1981,S&P 500 Comp-Ltd,I0003,NABISCO INC,NB.3
3030,3,31/12/1977,28/02/1989,S&P 500 Comp-Ltd,I0003,CHURCH'S FRIED CHICKEN INC,CHU.1
1620,3,31/03/1978,31/01/1984,S&P 500 Comp-Ltd,I0003,AMSTAR CORP,4072A
5745,3,30/06/1978,31/05/1981,S&P 500 Comp-Ltd,I0003,HOUSTON OIL & MINERALS CORP,HOI
7276,3,30/06/1978,30/11/1985,S&P 500 Comp-Ltd,I0003,MESA INC,MXP.
11379,3,30/06/1978,31/03/1989,S&P 500 Comp-Ltd,I0003,WEST POINT-PEPPERELL,WPM.1
4062,3,30/06/1978,13/12/2007,S&P 500 Comp-Ltd,I0003,DOW JONES & CO INC,DJ
7457,3,30/09/1978,30/11/1982,S&P 500 Comp-Ltd,I0003,MISSOURI PACIFIC CORP,MIS.3
2154,3,30/09/1978,4/12/2014,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS
10519,3,31/12/1978,,S&P 500 Comp-Ltd,I0003,TEXTRON INC,TXT
7992,3,31/12/1978,30/06/1985,S&P 500 Comp-Ltd,I0003,NORTHWEST INDUSTRIES,NWT
5378,3,31/12/1978,31/10/1993,S&P 500 Comp-Ltd,I0003,PARAMOUNT COMMUNICATIONS INC,PCI.3
6765,3,31/12/1978,28/02/1994,S&P 500 Comp-Ltd,I0003,LITTON INDUSTRIES INC,LIT.1
10443,3,31/12/1978,4/11/1999,S&P 500 Comp-Ltd,I0003,TENNECO INC,TEN
10405,3,31/12/1978,1/07/2015,S&P 500 Comp-Ltd,I0003,ALLEGHENY TECHNOLOGIES INC,ATI
9036,3,31/03/1979,30/11/1979,S&P 500 Comp-Ltd,I0003,RELIANCE ELECTRIC CO  -OLD,REE.1
5718,3,31/03/1979,28/02/1989,S&P 500 Comp-Ltd,I0003,HCA HOSP CP OF AMER  -CL A,HCA.1
9775,3,31/03/1979,30/06/1989,S&P 500 Comp-Ltd,I0003,SMITHKLINE BECKMAN CORP,SKB
21375,3,31/03/1979,30/09/1989,S&P 500 Comp-Ltd,I0003,AMERICAN MEDICAL HOLDINGS,AMI.1
5776,3,31/03/1979,31/08/1993,S&P 500 Comp-Ltd,I0003,GALEN HEALTH CARE INC,GHC.1
10669,3,31/03/1979,21/07/1999,S&P 500 Comp-Ltd,I0003,TRANSAMERICA CORP,TA.1
7750,3,31/03/1979,17/04/2016,S&P 500 Comp-Ltd,I0003,TENET HEALTHCARE CORP,THC
11060,3,30/06/1979,,S&P 500 Comp-Ltd,I0003,VF CORP,VFC
16476,3,30/06/1979,31/08/1985,S&P 500 Comp-Ltd,I0003,LEVI STRAUSS & CO,LEVI
5505,3,30/06/1979,29/05/1995,S&P 500 Comp-Ltd,I0003,HARTMARX CORP,HTMXQ
10039,3,30/09/1979,31/03/1985,S&P 500 Comp-Ltd,I0003,STAUFFER CHEMICAL CO,STF.
9705,3,30/09/1979,31/08/1985,S&P 500 Comp-Ltd,I0003,SIGNAL COS,SGN.1
1573,3,30/09/1979,23/06/1999,S&P 500 Comp-Ltd,I0003,AMERICAN STORES CO,ASC.1
11264,3,31/12/1979,,S&P 500 Comp-Ltd,I0003,WALGREENS BOOTS ALLIANCE INC,WAG
11264,3,31/12/1979,,S&P 500 Comp-Ltd,I0003,WALGREENS BOOTS ALLIANCE INC,WBA
4094,3,31/12/1979,2/10/2000,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB
1487,3,31/03/1980,,S&P 500 Comp-Ltd,I0003,AMERICAN INTERNATIONAL GROUP,AIG
4818,3,31/03/1980,3/06/2019,S&P 500 Comp-Ltd,I0003,FLUOR CORP,FLR
6878,3,30/06/1980,31/03/1986,S&P 500 Comp-Ltd,I0003,MGM UA ENTERTAINMENT CO,MGM.1
5492,3,30/06/1980,7/11/1999,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
11040,3,30/06/1980,2/04/2000,S&P 500 Comp-Ltd,I0003,PHARMACIA & UPJOHN INC,PNU.1
11278,3,30/09/1980,31/07/1992,S&P 500 Comp-Ltd,I0003,WANG LABS INC,WANG
4598,3,31/12/1980,,S&P 500 Comp-Ltd,I0003,FEDEX CORP,FDX
8253,3,31/12/1980,,S&P 500 Comp-Ltd,I0003,PACCAR INC,PCAR
5816,3,31/12/1980,31/01/1984,S&P 500 Comp-Ltd,I0003,HYSTER CO,HYST
9226,3,31/12/1980,31/10/1984,S&P 500 Comp-Ltd,I0003,ROLM CORP,RM.1
10571,3,31/12/1980,31/01/1989,S&P 500 Comp-Ltd,I0003,TIGER INTERNATIONAL,6068B
6856,3,31/12/1980,2/07/1995,S&P 500 Comp-Ltd,I0003,M/A-COM INC,MAI.1
7980,3,31/12/1980,21/07/2002,S&P 500 Comp-Ltd,I0003,NORTEL NETWORKS CORP,NRTLQ
1891,3,31/03/1981,,S&P 500 Comp-Ltd,I0003,AUTOMATIC DATA PROCESSING,ADP
9483,3,31/03/1981,26/02/2006,S&P 500 Comp-Ltd,I0003,SCIENTIFIC-ATLANTA INC,SFA.1
5256,3,30/06/1981,,S&P 500 Comp-Ltd,I0003,GRAINGER (W W) INC,GWW
7085,3,30/06/1981,,S&P 500 Comp-Ltd,I0003,MASCO CORP,MAS
10790,3,30/06/1981,30/04/1984,S&P 500 Comp-Ltd,I0003,TYMSHARE INC,TYM.1
5074,3,30/06/1981,30/09/1984,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.
10503,3,30/06/1981,31/01/1986,S&P 500 Comp-Ltd,I0003,TEXAS OIL & GAS CORP,TXO
3782,3,30/06/1981,31/03/1991,S&P 500 Comp-Ltd,I0003,CATTLESALE CO,CTLE.
3760,3,30/06/1981,12/10/1999,S&P 500 Comp-Ltd,I0003,DATA GENERAL CORP,DGN.
3336,3,30/06/1981,30/11/2015,S&P 500 Comp-Ltd,I0003,DXC TECHNOLOGY CO,DXC
1722,3,29/07/1981,,S&P 500 Comp-Ltd,I0003,ARCHER-DANIELS-MIDLAND CO,ADM
11306,3,12/08/1981,16/07/1998,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC-OLD,WMX
9967,3,30/09/1981,30/09/1989,S&P 500 Comp-Ltd,I0003,SQUIBB CORP,SQB
5038,3,30/09/1981,27/06/2001,S&P 500 Comp-Ltd,I0003,HARCOURT GENERAL INC,H.2
9411,3,30/09/1981,28/06/2012,S&P 500 Comp-Ltd,I0003,HILLSHIRE BRANDS CO,HSH
10097,3,31/12/1981,31/10/1984,S&P 500 Comp-Ltd,I0003,STORAGE TECHNOLOGY CP,STK.1
6319,3,31/12/1981,28/02/1987,S&P 500 Comp-Ltd,I0003,KAISER CEMENT CORP,KCC.1
10001,3,31/12/1981,30/06/1987,S&P 500 Comp-Ltd,I0003,STANDARD OIL CO,SRD
11466,3,31/03/1982,30/04/1986,S&P 500 Comp-Ltd,I0003,WHITE CONSOLIDATED INDS INC,WSW
11396,3,31/03/1982,31/01/1988,S&P 500 Comp-Ltd,I0003,WESTERN CO OF NO AMER,WSN.
11691,3,31/03/1982,19/12/1995,S&P 500 Comp-Ltd,I0003,ZURN INDUSTRIES INC,ZRN
11366,3,31/03/1982,29/09/2008,S&P 500 Comp-Ltd,I0003,WENDY'S INTERNATIONAL INC,WEN.2
7116,3,31/03/1982,6/06/2019,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT
3176,3,30/06/1982,30/11/1986,S&P 500 Comp-Ltd,I0003,COLLINS & AIKMAN CORP  -OLD,CR.1
8208,3,30/06/1982,30/11/1986,S&P 500 Comp-Ltd,I0003,OVERNITE TRANSPORTATION,OVT.1
5563,3,30/06/1982,30/11/1987,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB
2080,3,30/06/1982,31/10/1995,S&P 500 Comp-Ltd,I0003,BASSETT FURNITURE INDS,BSET
7254,3,30/06/1982,13/08/1998,S&P 500 Comp-Ltd,I0003,MERCANTILE STORES CO INC,MST.
6864,3,30/06/1982,15/09/1998,S&P 500 Comp-Ltd,I0003,MCI COMMUNICATIONS,MCIC.
7267,3,30/06/1982,1/01/2009,S&P 500 Comp-Ltd,I0003,MERRILL LYNCH & CO INC,BAC2
11259,3,31/08/1982,,S&P 500 Comp-Ltd,I0003,WALMART INC,WMT
3165,3,31/08/1982,30/06/1988,S&P 500 Comp-Ltd,I0003,RANGER INDUSTRIES INC,RNGR.1
3610,3,31/08/1982,30/09/1991,S&P 500 Comp-Ltd,I0003,CROSS & TRECKER CORP,CTCO.1
9778,3,30/09/1982,,S&P 500 Comp-Ltd,I0003,SNAP-ON INC,SNA
10016,3,30/09/1982,,S&P 500 Comp-Ltd,I0003,STANLEY BLACK & DECKER INC,SWK
6635,3,30/09/1982,30/06/1987,S&P 500 Comp-Ltd,I0003,LEASEWAY TRANSPORTATION CORP,LSWY
9217,3,30/09/1982,1/04/2009,S&P 500 Comp-Ltd,I0003,ROHM AND HAAS CO,ROH
2435,3,31/10/1982,,S&P 500 Comp-Ltd,I0003,BROWN FORMAN CORP,BF.A
3167,3,31/10/1982,31/03/1989,S&P 500 Comp-Ltd,I0003,COLEMAN CO INC  -OLD,6057B
5063,3,31/10/1982,31/07/1990,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3
10093,3,31/10/1982,17/11/1998,S&P 500 Comp-Ltd,I0003,STONE CONTAINER CORP,STO.3
1690,3,30/11/1982,,S&P 500 Comp-Ltd,I0003,APPLE INC,AAPL
11049,3,30/11/1982,17/06/1997,S&P 500 Comp-Ltd,I0003,USLIFE CORP,USH.1
8068,3,31/12/1982,,S&P 500 Comp-Ltd,I0003,OCCIDENTAL PETROLEUM CORP,OXY
9299,3,31/12/1982,18/06/2017,S&P 500 Comp-Ltd,I0003,RYDER SYSTEM INC,R
9312,3,28/02/1983,30/09/1984,S&P 500 Comp-Ltd,I0003,SCA SERVICES INC,SCV.1
9556,3,28/02/1983,12/07/1995,S&P 500 Comp-Ltd,I0003,SPX CORP-OLD,SPW.2
8468,3,31/03/1983,30/12/1998,S&P 500 Comp-Ltd,I0003,PENNZENERGY CO,PZE.1
4371,3,31/07/1983,5/06/2006,S&P 500 Comp-Ltd,I0003,ENGELHARD CORP,EC.2
3362,3,31/08/1983,,S&P 500 Comp-Ltd,I0003,CONAGRA BRANDS INC,CAG
4652,3,31/08/1983,31/03/1988,S&P 500 Comp-Ltd,I0003,FINANCIAL CORP OF AMERICA,5930B
6733,3,30/09/1983,,S&P 500 Comp-Ltd,I0003,L BRANDS INC,LB
6733,3,30/09/1983,,S&P 500 Comp-Ltd,I0003,L BRANDS INC,LTD
10639,3,30/09/1983,21/07/2005,S&P 500 Comp-Ltd,I0003,TOYS R US INC,1231B
5744,3,31/10/1983,30/06/1985,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1
2136,3,30/11/1983,,S&P 500 Comp-Ltd,I0003,VERIZON COMMUNICATIONS INC,VZ
9899,3,30/11/1983,,S&P 500 Comp-Ltd,I0003,AT&T INC,T
8286,3,30/11/1983,2/04/1997,S&P 500 Comp-Ltd,I0003,PACIFIC TELESIS GROUP,PAC.2
8044,3,30/11/1983,17/08/1997,S&P 500 Comp-Ltd,I0003,NYNEX CORP,NYN
1485,3,30/11/1983,11/10/1999,S&P 500 Comp-Ltd,I0003,AMERITECH CORP,AIT.1
2146,3,30/11/1983,3/01/2007,S&P 500 Comp-Ltd,I0003,BELLSOUTH CORP,BLS
61489,3,30/11/1983,31/03/2011,S&P 500 Comp-Ltd,I0003,QWEST COMMUNICATION INTL INC,Q.2
2559,3,31/12/1983,30/06/1989,S&P 500 Comp-Ltd,I0003,CNW CORP,9257B
6829,3,29/02/1984,,S&P 500 Comp-Ltd,I0003,LOWE'S COS INC,LOW
6868,3,29/02/1984,31/05/1986,S&P 500 Comp-Ltd,I0003,MEI CORP,MEI.2
9872,3,29/02/1984,30/11/1987,S&P 500 Comp-Ltd,I0003,7-ELEVEN INC,SE.3
3352,3,29/02/1984,31/01/1988,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP  -OLD,CVN.4
10329,3,29/02/1984,31/08/1997,S&P 500 Comp-Ltd,I0003,TANDEM COMPUTERS INC,TDM.
8823,3,30/04/1984,,S&P 500 Comp-Ltd,I0003,PULTEGROUP INC,PHM
9297,3,30/04/1984,30/11/1986,S&P 500 Comp-Ltd,I0003,RYAN HOMES INC,RYN.1
1380,3,31/05/1984,,S&P 500 Comp-Ltd,I0003,HESS CORP,HES
3645,3,31/05/1984,31/08/1989,S&P 500 Comp-Ltd,I0003,CULLINET SOFTWARE INC,CUL.2
13499,3,30/06/1984,30/11/1985,S&P 500 Comp-Ltd,I0003,STORER COMMUNICATIONS INC,4660C
1161,3,30/06/1984,22/09/2013,S&P 500 Comp-Ltd,I0003,ADVANCED MICRO DEVICES,AMD
6774,3,31/07/1984,,S&P 500 Comp-Ltd,I0003,LOCKHEED MARTIN CORP,LMT
6531,3,31/07/1984,30/06/1986,S&P 500 Comp-Ltd,I0003,LTV CORP,LTVCQ
4040,3,31/07/1984,11/12/2012,S&P 500 Comp-Ltd,I0003,DONNELLEY (R R) & SONS CO,RRD
8022,3,31/08/1984,31/10/1989,S&P 500 Comp-Ltd,I0003,NOXELL  -CL B,NOXLB
3705,3,31/08/1984,27/08/1998,S&P 500 Comp-Ltd,I0003,DSC COMMUNICATIONS CORP,DIGI.1
5518,3,30/09/1984,,S&P 500 Comp-Ltd,I0003,HASBRO INC,HAS
1988,3,31/10/1984,,S&P 500 Comp-Ltd,I0003,BALL CORP,BLL
10488,3,31/10/1984,31/03/1987,S&P 500 Comp-Ltd,I0003,TEXAS COMMERCE BANCSHARES,TCB.3
3930,3,31/10/1984,30/03/1995,S&P 500 Comp-Ltd,I0003,MAXUS ENERGY CORP,MXS
2051,3,31/10/1984,11/01/1998,S&P 500 Comp-Ltd,I0003,BARNETT BANKS INC,BBI.2
9635,3,31/10/1984,7/06/2000,S&P 500 Comp-Ltd,I0003,SHARED MEDICAL SYSTEMS CORP,SMS.2
6403,3,31/10/1984,10/08/2006,S&P 500 Comp-Ltd,I0003,KERR-MCGEE CORP,KMG.1
6768,3,31/10/1984,1/12/2008,S&P 500 Comp-Ltd,I0003,KATE SPADE & CO,KATE
6036,3,30/11/1984,27/07/1997,S&P 500 Comp-Ltd,I0003,INTERGRAPH CORP,INGR.
9293,3,30/11/1984,11/12/2000,S&P 500 Comp-Ltd,I0003,RUSSELL CORP,RML.1
1240,3,30/11/1984,1/06/2006,S&P 500 Comp-Ltd,I0003,ALBERTSON'S INC,ABS.1
1651,3,30/11/1984,1/10/2006,S&P 500 Comp-Ltd,I0003,ANDREW CORP,ANDW
7866,3,30/11/1984,19/12/2010,S&P 500 Comp-Ltd,I0003,NEW YORK TIMES CO  -CL A,NYT
25658,3,31/12/1984,31/07/1989,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP,CVN.2
9673,3,31/01/1985,1/01/1997,S&P 500 Comp-Ltd,I0003,SHONEY'S INC,3SHOY
10190,3,31/01/1985,30/04/2012,S&P 500 Comp-Ltd,I0003,SUPERVALU INC,SVU
9258,3,31/01/1985,18/08/2014,S&P 500 Comp-Ltd,I0003,ROWAN COMPANIES PLC,RDC
5314,3,28/02/1985,28/02/1990,S&P 500 Comp-Ltd,I0003,GREAT NORTHERN NEKOOSA CORP,GNN
1209,3,30/04/1985,,S&P 500 Comp-Ltd,I0003,AIR PRODUCTS & CHEMICALS INC,APD
8030,3,30/04/1985,,S&P 500 Comp-Ltd,I0003,NUCOR CORP,NUE
4145,3,31/05/1985,,S&P 500 Comp-Ltd,I0003,PERKINELMER INC,PKI
3586,3,31/05/1985,27/03/1996,S&P 500 Comp-Ltd,I0003,CRAY RESEARCH,CYR.1
6831,3,31/05/1985,1/01/1997,S&P 500 Comp-Ltd,I0003,LUBYS INC,LUB
3130,3,31/05/1985,29/01/2001,S&P 500 Comp-Ltd,I0003,EL PASO CGP CO,EP2
7985,3,30/06/1985,,S&P 500 Comp-Ltd,I0003,NORTHROP GRUMMAN CORP,NOC
5742,3,31/07/1985,,S&P 500 Comp-Ltd,I0003,CENTERPOINT ENERGY INC,CNP
6734,3,31/07/1985,28/02/1990,S&P 500 Comp-Ltd,I0003,LIN BROADCASTING,LINB
10393,3,31/07/1985,9/03/1999,S&P 500 Comp-Ltd,I0003,TELE-COMM TCI GROUP  -SER A,TCOMA
11672,3,30/09/1985,,S&P 500 Comp-Ltd,I0003,TJX COS INC (THE),TJX
4850,3,30/09/1985,31/07/1988,S&P 500 Comp-Ltd,I0003,FORT HOWARD CORP,FORT.1
8746,3,30/09/1985,30/09/1993,S&P 500 Comp-Ltd,I0003,PRICE CO,PCLB.1
10243,3,30/09/1985,31/05/1994,S&P 500 Comp-Ltd,I0003,SYNTEX CORP,SYN.1
6807,3,30/09/1985,22/04/1996,S&P 500 Comp-Ltd,I0003,LORAL CORP,LOR.2
4058,3,31/10/1985,,S&P 500 Comp-Ltd,I0003,DOVER CORP,DOV
3200,3,31/10/1985,31/05/1988,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2
1990,3,31/10/1985,18/12/1996,S&P 500 Comp-Ltd,I0003,BALLY ENTERTAINMENT CORP,BLY
8358,3,30/11/1985,,S&P 500 Comp-Ltd,I0003,PARKER-HANNIFIN CORP,PH
9224,3,30/11/1985,2/04/1995,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP,SKLNQ
4159,3,30/11/1985,30/04/1995,S&P 500 Comp-Ltd,I0003,E-SYSTEMS INC,ESY.1
6802,3,30/11/1985,1/07/2001,S&P 500 Comp-Ltd,I0003,LONGS DRUG STORES CORP,LDG
9395,3,31/12/1985,31/07/1986,S&P 500 Comp-Ltd,I0003,SANDERS ASSOCIATES INC,SAA.1.
10640,3,31/12/1985,30/11/1987,S&P 500 Comp-Ltd,I0003,TRACOR INC,TTRR
10885,3,31/01/1986,30/04/1989,S&P 500 Comp-Ltd,I0003,UNITED CABLE TELEVISION,UCT
8193,3,31/01/1986,29/05/1995,S&P 500 Comp-Ltd,I0003,OSHKOSH B'GOSH INC  -CL A,GOSHA
10726,3,31/01/1986,20/12/2007,S&P 500 Comp-Ltd,I0003,TRIBUNE MEDIA CO,TRCO
5878,3,28/02/1986,,S&P 500 Comp-Ltd,I0003,ILLINOIS TOOL WORKS,ITW
10412,3,30/04/1986,31/12/1988,S&P 500 Comp-Ltd,I0003,LORIMAR TELEPICTURES,6049B
3863,3,30/04/1986,19/12/2004,S&P 500 Comp-Ltd,I0003,DELUXE CORP,DLX
6268,3,31/05/1986,,S&P 500 Comp-Ltd,I0003,JOHNSON CONTROLS INTL PLC,JCI
10558,3,31/05/1986,31/07/1986,S&P 500 Comp-Ltd,I0003,THRIFTY CORPORATION,TFD.
9280,3,31/05/1986,24/03/1999,S&P 500 Comp-Ltd,I0003,RUBBERMAID INC,RBD
6226,3,31/05/1986,23/11/2000,S&P 500 Comp-Ltd,I0003,FORT JAMES CORP,FJ
2085,3,31/05/1986,28/10/2007,S&P 500 Comp-Ltd,I0003,BAUSCH & LOMB HLDGS  -REDH,6583B
2193,3,30/06/1986,3/12/1997,S&P 500 Comp-Ltd,I0003,BEVERLY ENTERPRISES INC,BEV
6998,3,30/06/1986,27/09/1998,S&P 500 Comp-Ltd,I0003,MANOR CARE INC-OLD,MNR.1
5020,3,31/07/1986,31/05/1990,S&P 500 Comp-Ltd,I0003,GENENTECH INC,DNA
8750,3,31/07/1986,31/08/1990,S&P 500 Comp-Ltd,I0003,PRIME HOSPITALITY CORP,PDQ.2
4990,3,31/08/1986,,S&P 500 Comp-Ltd,I0003,GAP INC,GPS
7922,3,31/08/1986,,S&P 500 Comp-Ltd,I0003,NORDSTROM INC,JWN
6815,3,30/09/1986,4/07/1995,S&P 500 Comp-Ltd,I0003,LOTUS DEVELOPMENT CORP,LOTS.
7228,3,31/10/1986,,S&P 500 Comp-Ltd,I0003,MEDTRONIC PLC,MDT
10199,3,31/10/1986,30/09/1987,S&P 500 Comp-Ltd,I0003,SUPERMARKETS GEN HLDG  -CL A,5654C
1392,3,31/10/1986,14/09/1997,S&P 500 Comp-Ltd,I0003,AMDAHL CORP,AMH.1
3964,3,31/10/1986,21/10/2008,S&P 500 Comp-Ltd,I0003,DILLARDS INC  -CL A,DDS
2269,3,30/11/1986,,S&P 500 Comp-Ltd,I0003,BLOCK H & R INC,HRB
10247,3,31/12/1986,,S&P 500 Comp-Ltd,I0003,SYSCO CORP,SYY
9611,3,31/12/1986,15/03/2000,S&P 500 Comp-Ltd,I0003,SERVICE CORP INTERNATIONAL,SCI
7773,3,31/12/1986,2/12/2001,S&P 500 Comp-Ltd,I0003,NATIONAL SERVICE INDS INC,NSI.1
10946,3,31/12/1986,14/05/2002,S&P 500 Comp-Ltd,I0003,US AIRWAYS GROUP INC-OLD,3UAIRQ
10426,3,31/12/1986,30/12/2007,S&P 500 Comp-Ltd,I0003,TEMPLE-INLAND INC,TIN
9004,3,31/01/1987,31/01/2006,S&P 500 Comp-Ltd,I0003,REEBOK INTERNATIONAL LTD,RBK
4462,3,28/02/1987,28/02/1994,S&P 500 Comp-Ltd,I0003,NEWMARKET CORP,NEU
2938,3,28/02/1987,7/04/1998,S&P 500 Comp-Ltd,I0003,CHARMING SHOPPES INC,CHRS.1
2418,3,31/03/1987,29/02/1988,S&P 500 Comp-Ltd,I0003,BROCKWAY INC,BRK.1
7574,3,31/03/1987,30/06/1989,S&P 500 Comp-Ltd,I0003,CORDANT TECHNOLOGIES INC,CDD.2
9067,3,30/04/1987,31/03/1988,S&P 500 Comp-Ltd,I0003,FIRST REPUBLICBANK CORP,6131B
7650,3,30/04/1987,1/10/1998,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO NBD CORP,FCN.1
11359,3,30/04/1987,2/11/1998,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO -OLD,WFC.Z
10974,3,30/04/1987,5/01/2009,S&P 500 Comp-Ltd,I0003,UST INC,UST.1
6251,3,31/05/1987,31/08/1989,S&P 500 Comp-Ltd,I0003,JERRICO INC,JERR
3276,3,30/06/1987,15/10/1996,S&P 500 Comp-Ltd,I0003,TRANSITIONAL HOSPITALS CP,THY
6495,3,31/07/1987,31/05/1988,S&P 500 Comp-Ltd,I0003,KOPPERS CO,KOP.1
3426,3,31/07/1987,26/05/1997,S&P 500 Comp-Ltd,I0003,CONRAIL INC,CRR.3
3310,3,31/07/1987,5/11/2018,S&P 500 Comp-Ltd,I0003,CA INC,CA
7065,3,31/08/1987,,S&P 500 Comp-Ltd,I0003,MARSH & MCLENNAN COS,MMC
5151,3,31/08/1987,15/07/1998,S&P 500 Comp-Ltd,I0003,GIANT FOOD INC  -CL A,GFS.A
7554,3,31/08/1987,27/05/1999,S&P 500 Comp-Ltd,I0003,MOORE WALLACE INC,MWI
8626,3,31/08/1987,21/07/2002,S&P 500 Comp-Ltd,I0003,PLACER DOME INC,PDG
5842,3,30/09/1987,30/04/1988,S&P 500 Comp-Ltd,I0003,I M S INTERNATIONAL INC,IMSI.
3226,3,31/10/1987,30/11/1993,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
9357,3,31/10/1987,31/03/1998,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP-OLD,SK.1
1913,3,31/12/1987,,S&P 500 Comp-Ltd,I0003,AVERY DENNISON CORP,AVY
8545,3,31/12/1987,22/08/1990,S&P 500 Comp-Ltd,I0003,PHILIPS INDUSTRIES INC,PHL.1
8093,3,31/12/1987,15/08/1996,S&P 500 Comp-Ltd,I0003,COVANTA ENERGY CORP,CVGYQ
4769,3,31/12/1987,23/12/1997,S&P 500 Comp-Ltd,I0003,FLEMING COMPANIES INC,FLMIQ
8304,3,31/12/1987,30/08/2015,S&P 500 Comp-Ltd,I0003,PALL CORP,PLL
7171,3,29/02/1988,26/09/1994,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK
5581,3,29/02/1988,30/12/1999,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP
1246,3,29/02/1988,28/06/2000,S&P 500 Comp-Ltd,I0003,IKON OFFICE SOLUTIONS,IKN
3282,3,29/02/1988,5/05/2002,S&P 500 Comp-Ltd,I0003,COMPAQ COMPUTER CORP,CPQ.2
5680,3,31/03/1988,,S&P 500 Comp-Ltd,I0003,HOME DEPOT INC,HD
8245,3,30/04/1988,,S&P 500 Comp-Ltd,I0003,PNC FINANCIAL SVCS GROUP INC,PNC
9577,3,30/04/1988,31/03/1992,S&P 500 Comp-Ltd,I0003,SECURITY PACIFIC CORP,7448B
5080,3,30/04/1988,21/12/1998,S&P 500 Comp-Ltd,I0003,GENERAL RE CORP,GRN.1
1998,3,30/04/1988,30/06/2004,S&P 500 Comp-Ltd,I0003,BANK ONE CORP,ONE.1
3243,3,31/05/1988,,S&P 500 Comp-Ltd,I0003,CITIGROUP INC,C
